x,Baseline,Axis,AttackType,AttackActive,AbsResidual,Threshold_static_global,PointExceed_static_global,WindowCount_static_global,WindowDetection_static_global,Threshold_scenario_specific,PointExceed_scenario_specific,WindowCount_scenario_specific,WindowDetection_scenario_specific,Threshold_dynamic_xkf1,PointExceed_dynamic_xkf1,WindowCount_dynamic_xkf1,WindowDetection_dynamic_xkf1
0.0,baseline_01_hover,Pitch,bias,0,0.0016272417768399,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.09996,baseline_01_hover,Pitch,bias,0,0.002029144347183,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.19992,baseline_01_hover,Pitch,bias,0,0.001867980437376,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.29988,baseline_01_hover,Pitch,bias,0,0.0010712997887117,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.39984,baseline_01_hover,Pitch,bias,0,0.0014935088559918,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.4998,baseline_01_hover,Pitch,bias,0,0.0018757607741952,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.59976,baseline_01_hover,Pitch,bias,0,0.0006300029294556,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.69972,baseline_01_hover,Pitch,bias,0,0.0070487530542601,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.79968,baseline_01_hover,Pitch,bias,0,0.0055580663250136,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.89964,baseline_01_hover,Pitch,bias,0,0.0009376383151729,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
0.9996,baseline_01_hover,Pitch,bias,0,0.0013956428376021,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.09956,baseline_01_hover,Pitch,bias,0,0.0025098084764908,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.19952,baseline_01_hover,Pitch,bias,0,0.0001172921678039,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.29948,baseline_01_hover,Pitch,bias,0,0.0020462708109796,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.39944,baseline_01_hover,Pitch,bias,0,0.0027659132073006,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.4994,baseline_01_hover,Pitch,bias,0,0.000468835405997,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.59936,baseline_01_hover,Pitch,bias,0,9.934940193069564e-05,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.69932,baseline_01_hover,Pitch,bias,0,0.0019089759777033,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.800113,baseline_01_hover,Pitch,bias,0,0.0002568343215344,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
1.900073,baseline_01_hover,Pitch,bias,0,0.0033179236929499,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
2.000033,baseline_01_hover,Pitch,bias,0,0.0008933782461984,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
2.099993,baseline_01_hover,Pitch,bias,0,0.0007949679952505,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
2.199953,baseline_01_hover,Pitch,bias,0,0.003575036864119,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
2.299913,baseline_01_hover,Pitch,bias,0,0.0022890608895639,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
2.399873,baseline_01_hover,Pitch,bias,0,0.0004542958201926,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
2.499833,baseline_01_hover,Pitch,bias,0,0.003533062513408,0.01619,0,0.0,0,0.009161,0,0.0,0,0.009161,0,0.0,0
