x,Baseline,Axis,AttackType,AttackActive,AbsResidual,Threshold_static_global,PointExceed_static_global,WindowCount_static_global,WindowDetection_static_global,Threshold_scenario_specific,PointExceed_scenario_specific,WindowCount_scenario_specific,WindowDetection_scenario_specific,Threshold_yaw_static_global,PointExceed_yaw_static_global,WindowCount_yaw_static_global,WindowDetection_yaw_static_global
7.299579,baseline_01_hover,Yaw,ramp,0,6.866455078125e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.399539,baseline_01_hover,Yaw,ramp,0,9.613037104827526e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.499499,baseline_01_hover,Yaw,ramp,1,4.119873045738132e-05,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.599459,baseline_01_hover,Yaw,ramp,1,0.0010062480072292,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.699419,baseline_01_hover,Yaw,ramp,1,0.002191023846592,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.799379,baseline_01_hover,Yaw,ramp,1,0.0032934022249833,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.899339,baseline_01_hover,Yaw,ramp,1,0.0043545818728603,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
7.999299,baseline_01_hover,Yaw,ramp,1,0.005566823532547,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.100092,baseline_01_hover,Yaw,ramp,1,0.0064632082585944,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.200052,baseline_01_hover,Yaw,ramp,1,0.0076067853673293,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.300012,baseline_01_hover,Yaw,ramp,1,0.0085031700933768,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.399972,baseline_01_hover,Yaw,ramp,1,0.0097428775733305,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.499932,baseline_01_hover,Yaw,ramp,1,0.0108040572213212,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.599892,baseline_01_hover,Yaw,ramp,1,0.0119613672402465,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.699852,baseline_01_hover,Yaw,ramp,1,0.0130500127084474,0.013596,0,0.0,0,0.013596,0,0.0,0,0.013596,0,0.0,0
8.799812,baseline_01_hover,Yaw,ramp,1,0.0142347885477533,0.013596,1,1.0,0,0.013596,1,1.0,0,0.013596,1,1.0,0
8.899772,baseline_01_hover,Yaw,ramp,1,0.015295968195744,0.013596,1,2.0,0,0.013596,1,2.0,0,0.013596,1,2.0,0
8.999732,baseline_01_hover,Yaw,ramp,1,0.0163983465741353,0.013596,1,3.0,1,0.013596,1,3.0,1,0.013596,1,3.0,1
9.099692,baseline_01_hover,Yaw,ramp,1,0.0174869920422793,0.013596,1,4.0,1,0.013596,1,4.0,1,0.013596,1,4.0,1
9.199652,baseline_01_hover,Yaw,ramp,1,0.0186717678816421,0.013596,1,5.0,1,0.013596,1,5.0,1,0.013596,1,5.0,1
9.299612,baseline_01_hover,Yaw,ramp,1,0.0196642829787379,0.013596,1,6.0,1,0.013596,1,6.0,1,0.013596,1,6.0,1
9.399572,baseline_01_hover,Yaw,ramp,1,0.0209451891892058,0.013596,1,7.0,1,0.013596,1,7.0,1,0.013596,1,7.0,1
9.499532,baseline_01_hover,Yaw,ramp,1,0.0219514371964351,0.013596,1,8.0,1,0.013596,1,8.0,1,0.013596,1,8.0,1
9.599492,baseline_01_hover,Yaw,ramp,1,0.0231499459459314,0.013596,1,9.0,1,0.013596,1,9.0,1,0.013596,1,9.0,1
9.699452,baseline_01_hover,Yaw,ramp,1,0.0241424610430271,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
9.799412,baseline_01_hover,Yaw,ramp,1,0.02532723688239,0.013596,1,10.0,1,0.013596,1,10.0,1,0.013596,1,10.0,1
