x,Baseline,Axis,AttackType,AttackActive,AbsResidual,Threshold_static_global,PointExceed_static_global,WindowCount_static_global,WindowDetection_static_global,Threshold_scenario_specific,PointExceed_scenario_specific,WindowCount_scenario_specific,WindowDetection_scenario_specific,Threshold_yaw_static_global,PointExceed_yaw_static_global,WindowCount_yaw_static_global,WindowDetection_yaw_static_global
0.0,baseline_03_forward_motion,Yaw,bias,0,0.0008789062500227,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.09996,baseline_03_forward_motion,Yaw,bias,0,0.000274658203125,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.19992,baseline_03_forward_motion,Yaw,bias,0,0.0016616821288835,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.29988,baseline_03_forward_motion,Yaw,bias,0,0.0010848999023664,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.39984,baseline_03_forward_motion,Yaw,bias,0,0.0009338378906704,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.4998,baseline_03_forward_motion,Yaw,bias,0,0.0013183593750341,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.59976,baseline_03_forward_motion,Yaw,bias,0,0.0003021240234488,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.69972,baseline_03_forward_motion,Yaw,bias,0,0.001277160644463,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.800513,baseline_03_forward_motion,Yaw,bias,0,0.0008377075195085,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
0.900473,baseline_03_forward_motion,Yaw,bias,0,0.0007141113281363,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
1.000433,baseline_03_forward_motion,Yaw,bias,0,0.0009338378906704,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
1.100393,baseline_03_forward_motion,Yaw,bias,0,0.0003707885741732,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
1.200353,baseline_03_forward_motion,Yaw,bias,0,0.0002334594726107,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
1.300313,baseline_03_forward_motion,Yaw,bias,0,0.0008377075195653,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
1.400273,baseline_03_forward_motion,Yaw,bias,0,0.0007827758789176,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
1.500233,baseline_03_forward_motion,Yaw,bias,0,0.0008377075195085,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
