source_prediction_file,baseline_name,axis,row_index,true_future,hybrid_prediction,naive_component,cv_component,arx_component,hybrid_residual,naive_residual,cv_residual,arx_residual
,,,0,0.0820606499910354,0.0781978759914636,0.0719339177012443,0.0802858620882034,0.0299597415201777,0.0038627739995718002,0.010126732289791107,0.0017747879028320035,0.0521009084708577
,,,1,0.085509568452835,0.0896556992083787,0.0820606499910354,0.0921873822808265,0.0454577451586234,-0.004146130755543695,0.003448918461799594,-0.0066778138279914995,0.0400518232942116
,,,2,0.0915398001670837,0.0880962572991846,0.085509568452835,0.0889584869146346,0.0404960047024844,0.0034435428678990937,0.006030231714248699,0.002581313252449105,0.0510437954645993
,,,3,0.0997596755623817,0.0960624739527702,0.0915398001670837,0.0975700318813324,0.033689913564383,0.0036972016096114974,0.008219875395298004,0.0021896436810493053,0.0660697619979987
,,,4,0.1069304198026657,0.1059245821088552,0.0997596755623817,0.1079795509576797,0.0361007042129491,0.0010058376938104907,0.007170744240283994,-0.0010491311550140103,0.0708297155897166
,,,5,0.1066584214568138,0.1123084779828787,0.1069304198026657,0.1141011640429496,0.0409815259902696,-0.0056500565260649005,-0.0002719983458518982,-0.007442742586135795,0.0656768954665442
,,,6,0.0968152657151222,0.1064544226974248,0.1066584214568138,0.1063864231109619,0.043500808678036,-0.00963915698230261,-0.009843155741691603,-0.009571157395839705,0.0533144570370862
,,,7,0.0878987312316894,0.0894328989088535,0.0968152657151222,0.0869721099734305,0.0301838883882825,-0.0015341676771641055,-0.008916534483432798,0.0009266212582589028,0.0577148428434069
,,,8,0.082177996635437,0.0812113303691147,0.0878987312316894,0.0789821967482566,0.0209159339748414,0.0009666662663223025,-0.0057207345962524,0.0031957998871803978,0.0612620626605956
,,,9,0.0771495699882507,0.0778874456882477,0.082177996635437,0.0764572620391846,0.0269702259060666,-0.0007378756999969899,-0.005028426647186293,0.0006923079490661066,0.05017934408218411
,,,10,0.0731913596391677,0.073378250002861,0.0771495699882507,0.0721211433410644,0.0285616575635312,-0.00018689036369329282,-0.003958210349083002,0.0010702162981033048,0.044629702075636504
,,,11,0.0703337788581848,0.0702227018773554,0.0731913596391677,0.0692331492900847,0.0377720076536652,0.00011107698082940543,-0.002857580780982902,0.0011006295681001005,0.0325617712045196
,,,12,0.067348301410675,0.0681905932724476,0.0703337788581848,0.0674761980772019,0.0385380762080449,-0.0008422918617726066,-0.0029854774475098073,-0.00012789666652690546,0.028810225202630095
,,,13,0.0748810023069381,0.0651091933250426,0.067348301410675,0.0643628239631651,0.0347577847883292,0.009771808981895502,0.007532700896263109,0.010518178343773,0.0401232175186089
,,,14,0.0812263712286949,0.0805305279791354,0.0748810023069381,0.0824137032032012,0.0521270751997793,0.0006958432495594996,0.0063453689217568,-0.001187331974506295,0.029099296028915603
,,,15,0.0862818956375122,0.0859853979200125,0.0812263712286949,0.0875717401504517,0.0552760555405823,0.00029649771749969134,0.005055524408817291,-0.0012898445129395086,0.031005840096929894
,,,16,0.0929186195135116,0.0900735389441251,0.0862818956375122,0.0913374200463294,0.0567700953073487,0.002845080569386496,0.006636723875999409,0.001581199467182201,0.0361485242061629
,,,17,0.0957407876849174,0.0978961624205111,0.0929186195135116,0.099555343389511,0.0630513250842468,-0.0021553747355936986,0.0028221681714057922,-0.003814555704593603,0.0326894626006706
,,,18,0.0984905958175659,0.0978574138134717,0.0957407876849174,0.0985629558563231,0.0605371350704271,0.0006331820040942071,0.0027498081326485097,-7.236003875719932e-05,0.037953460747138804
,,,19,0.1003808304667472,0.1005529519170523,0.0984905958175659,0.1012404039502144,0.0605053987336313,-0.00017212145030509607,0.0018902346491812966,-0.0008595734834671992,0.0398754317331159
,,,20,0.1021929085254669,0.1017985064536331,0.1003808304667472,0.1022710651159285,0.0588250120847064,0.0003944020718338048,0.0018120780587197044,-7.815659046159218e-05,0.04336789644076051
,,,21,0.1035638451576232,0.1035519670695066,0.1021929085254669,0.1040049865841866,0.0619763400767546,1.1878088116590302e-05,0.0013709366321562888,-0.0004411414265634017,0.04158750508086859
,,,22,0.1053101196885109,0.1045920476317404,0.1035638451576232,0.1049347817897794,0.0668812052985664,0.0007180720567704912,0.001746274530887701,0.00037533789873149537,0.03842891438994449
,,,23,0.106832630932331,0.1066198255866766,0.1053101196885109,0.1070563942193986,0.0667820445895609,0.00021280534565440434,0.0015225112438201072,-0.00022376328706759374,0.0400505863427701
,,,24,0.1139661446213722,0.107974514365196,0.106832630932331,0.1083551421761511,0.0742403232082096,0.005991630256176189,0.007133513689041193,0.0056110024452211,0.039725821413162596
,,,25,0.1228805556893348,0.1193162798881531,0.1139661446213722,0.1210996583104133,0.0892549652381847,0.003564275801181696,0.008914411067962605,0.001780897378921495,0.0336255904511501
,,,26,0.1263115555047989,0.1295663639903067,0.1228805556893348,0.1317949667572974,0.0953176704382899,-0.0032548084855077986,0.003430999815464089,-0.005483411252498516,0.03099388506650899
,,,27,0.122907631099224,0.1288848053663969,0.1263115555047989,0.1297425553202629,0.0867645807582298,-0.0059771742671729106,-0.0034039244055748957,-0.0068349242210389155,0.03614305034099419
,,,28,0.1207345947623252,0.1203546877950428,0.122907631099224,0.1195037066936491,0.0799943540968642,0.00037990696728240625,-0.00217303633689879,0.001230888068676106,0.040740240665461
,,,29,0.1204964444041252,0.1191048175096511,0.1207345947623252,0.1185615584254264,0.0828253581530981,0.001391626894474099,-0.00023815035820000385,0.0019348859786987999,0.037671086251027094
,,,30,0.1185867115855217,0.1203178316354752,0.1204964444041252,0.1202582940459252,0.0825784714948517,-0.0017311200499535023,-0.0019097328186035017,-0.001671582460403498,0.036008240090669996
,,,31,0.1131443604826927,0.117154411971569,0.1185867115855217,0.1166769787669182,0.0800227245380297,-0.004010051488876301,-0.005442351102828993,-0.0035326182842254916,0.03312163594466301
,,,32,0.1074538007378578,0.1090625971555709,0.1131443604826927,0.1077020093798637,0.0730835850060476,-0.001608796417713096,-0.0056905597448349,-0.00024820864200589265,0.034370215731810205
,,,33,0.1068372949957847,0.1031858809292316,0.1074538007378578,0.1017632409930229,0.0678631513316421,0.003651414066553102,-0.0006165057420731007,0.005074054002761799,0.038974143664142605
,,,34,0.1035782247781753,0.1063749156892298,0.1068372949957847,0.1062207892537116,0.0723145670528918,-0.0027966909110545,-0.0032590702176094055,-0.002642564475536305,0.0312636577252835
,,,35,0.1043340340256691,0.1011339221149682,0.1035782247781753,0.1003191545605658,0.0815842458075636,0.003200111910700895,0.0007558092474937994,0.004014879465103302,0.0227497882181055
,,,36,0.1010903045535087,0.1049008909612894,0.1043340340256691,0.1050898432731629,0.0890671025130309,-0.003810586407780703,-0.003243729472160395,-0.003999538719654194,0.012023202040477798
,,,37,0.0961712896823883,0.0986575074493884,0.1010903045535087,0.0978465750813483,0.0856282324868077,-0.0024862177670001012,-0.004919014871120397,-0.0016752853989599886,0.010543057195580602
,,,38,0.0886877328157424,0.092482028529048,0.0961712896823883,0.0912522748112679,0.0790978941475443,-0.0037942957133055982,-0.00748355686664591,-0.002564541995525499,0.009589838668198097
,,,39,0.0895514637231826,0.0830750651657579,0.0886877328157424,0.0812041759490964,0.0699383031878396,0.006476398557424698,0.0008637309074401994,0.008347287774086193,0.019613160535342997
,,,40,0.0978294312953949,0.0901992619037627,0.0895514637231826,0.0904151946306228,0.0731922929392068,0.007630169391632191,0.008277967572212303,0.007414236664772103,0.024637138356188096
,,,41,0.1023643761873245,0.1040379069745541,0.0978294312953949,0.1061073988676072,0.0857912810145498,-0.0016735307872296074,0.004534944891929599,-0.003743022680282704,0.016573095172774693
,,,42,0.1028830483555793,0.1057655848562716,0.1023643761873245,0.1068993210792541,0.0874709552797115,-0.002882536500692298,0.0005186721682548107,-0.004016272723674788,0.015412093075867814
,,,43,0.0986350551247596,0.1032720524817704,0.1028830483555793,0.1034017205238341,0.0849720694534561,-0.0046369973570108,-0.004247993230819702,-0.004766665399074499,0.013662985671303501
,,,44,0.095457375049591,0.0954490602016448,0.0986350551247596,0.0943870618939399,0.0810469116115058,8.314847946194748e-06,-0.0031776800751686096,0.0010703131556510925,0.014410463438085191
,,,45,0.0971072167158126,0.0930741149932145,0.095457375049591,0.0922796949744223,0.066324691444985,0.004033101722598104,0.0016498416662216048,0.004827521741390298,0.0307825252708276
,,,46,0.0972935855388641,0.0983445979654788,0.0971072167158126,0.0987570583820342,0.0559358242415301,-0.0010510124266147058,0.00018636882305149427,-0.0014634728431701105,0.041357761297334
,,,47,0.1000599712133407,0.0974333621561527,0.0972935855388641,0.0974799543619155,0.0636774154103359,0.0026266090571880063,0.0027663856744766097,0.0025800168514251987,0.0363825558030048
,,,48,0.0966491550207138,0.1021347604691981,0.1000599712133407,0.1028263568878173,0.0742136320004394,-0.005485605448484296,-0.0034108161926268976,-0.006177201867103493,0.022435523020274406
,,,49,0.0902280732989311,0.0940910428762436,0.0966491550207138,0.0932383388280869,0.0709320793890749,-0.003862969577312511,-0.006421081721782712,-0.0030102655291558006,0.019295993909856188
,,,50,0.0852276608347892,0.085412262007594,0.0902280732989311,0.0838069915771483,0.0618175387764905,-0.00018460117280479083,-0.005000412464141887,0.001420669257640908,0.023410122058298705
,,,51,0.0854621827602386,0.0814773514866828,0.0852276608347892,0.0802272483706473,0.0567764441397239,0.003984831273555811,0.0002345219254493991,0.0052349343895913,0.028685738620514704
,,,52,0.0907981097698211,0.0856380742043256,0.0854621827602386,0.085696704685688,0.060848707041143,0.005160035565495491,0.005335927009582492,0.005101405084133093,0.029949402728678097
,,,53,0.100125066936016,0.0948000550270079,0.0907981097698211,0.0961340367794035,0.0672068350612709,0.0053250119090080955,0.009326957166194902,0.003991030156612493,0.0329182318747451
,,,54,0.1067972257733345,0.1071202848106621,0.100125066936016,0.1094520241022109,0.0659372477967619,-0.0003230590373275999,0.006672158837318504,-0.002654798328876398,0.040859977976572606
,,,55,0.1060380563139915,0.1118013449013233,0.1067972257733345,0.113469384610653,0.0680945762237391,-0.0057632885873318,-0.0007591694593429982,-0.007431328296661502,0.037943480090252404
,,,56,0.1037030816078186,0.1054686792194842,0.1060380563139915,0.1052788868546485,0.0711409533062137,-0.0017655976116656008,-0.0023349747061729015,-0.0015758052468299033,0.0325621283016049
,,,57,0.1043957024812698,0.1019518505781889,0.1037030816078186,0.1013681069016457,0.0820167897079403,0.0024438519030808986,0.0006926208734511913,0.0030275955796240928,0.0223789127733295
,,,58,0.106504276394844,0.1049151681363581,0.1043957024812698,0.1050883233547209,0.0881261578571624,0.001589108258485905,0.002108573913574205,0.0014159530401230969,0.018378118537681606
,,,59,0.108102448284626,0.1080857068300246,0.106504276394844,0.1086128503084182,0.0837843884570632,1.6741454601398864e-05,0.0015981718897819935,-0.0005104020237922113,0.0243180598275628
,,,60,0.1065788492560386,0.1093010772019625,0.108102448284626,0.1097006201744079,0.0838792718971173,-0.0027222279459239024,-0.0015235990285873968,-0.003121770918369307,0.022699577358921294
,,,61,0.1030749827623367,0.105436149984598,0.1065788492560386,0.1050552502274512,0.0814392200952235,-0.00236116722226129,-0.003503866493701893,-0.0019802674651144964,0.0216357626671132
,,,62,0.1027151867747306,0.1004470828920602,0.1030749827623367,0.0995711162686348,0.0731767693931503,0.0022681038826704025,-0.0003597959876061041,0.003144070506095803,0.029538417381580293
,,,63,0.1073240488767623,0.102445339784026,0.1027151867747306,0.1023553907871245,0.0706360573682585,0.004878709092736314,0.004608862102031708,0.004968658089637812,0.03668799150850381
,,,64,0.1002211645245552,0.110780695453286,0.1073240488767623,0.111932910978794,0.0784469738354201,-0.010559530928730798,-0.007102884352207101,-0.011711746454238794,0.02177419068913511
,,,65,0.0978892594575882,0.0948940012603998,0.1002211645245552,0.0931182801723481,0.066473983234535,0.0029952581971883913,-0.0023319050669670105,0.00477097928524009,0.03141527622305319
,,,66,0.1013963967561721,0.0961403306573629,0.0978892594575882,0.0955573543906211,0.0707701712465354,0.005256066098809201,0.003507137298583901,0.005839042365550995,0.0306262255096367
,,,67,0.1022262647747993,0.10402674973011,0.1013963967561721,0.104903534054756,0.0845397272110662,-0.0018004849553106966,0.0008298680186272084,-0.0026772692799566927,0.017686537563733104
,,,68,0.1146842613816261,0.1028486657887697,0.1022262647747993,0.1030561327934265,0.090252762294853,0.011835595592856407,0.012457996606826796,0.011628128588199602,0.024431499086773098
,,,69,0.1212181597948074,0.1240277588367462,0.1146842613816261,0.1271422579884529,0.1038379167389138,-0.0028095990419387956,0.006533898413181305,-0.005924098193645505,0.017380243055893613
,,,70,0.1150727644562721,0.1261185836046933,0.1212181597948074,0.1277520582079887,0.0888317817458614,-0.011045819148421204,-0.006145395338535309,-0.012679293751716614,0.0262409827104107
,,,71,0.1121865287423133,0.1104637179523706,0.1150727644562721,0.1089273691177367,0.0662029522208786,0.0017228107899426998,-0.0028862357139587957,0.0032591596245765964,0.0459835765214347
,,,72,0.1094123348593711,0.1100218519568441,0.1121865287423133,0.1093002930283545,0.0744828131028444,-0.0006095170974729919,-0.0027741938829421997,0.00011204183101659604,0.03492952175652671
,,,73,0.1059756129980087,0.1073316894471644,0.1094123348593711,0.1066381409764289,0.0847228361279733,-0.0013560764491556965,-0.0034367218613624018,-0.0006625279784202021,0.021252776870035406
,,,74,0.1026037409901619,0.1033980716019869,0.1059756129980087,0.1025388911366463,0.0771167361927365,-0.0007943306118250032,-0.0033718720078468045,6.484985351559724e-05,0.025487004797425397
,,,75,0.0987974032759666,0.1000748369842768,0.1026037409901619,0.099231868982315,0.0758240810166849,-0.0012774337083101966,-0.003806337714195293,-0.00043446570634839143,0.022973322259281698
,,,76,0.099815048277378,0.0959426499903201,0.0987974032759666,0.0949910655617713,0.067078701152078,0.0038723982870579043,0.0010176450014113964,0.004823982715606703,0.032736347125300005
,,,77,0.0939806476235389,0.1005782820284365,0.099815048277378,0.1008326932787894,0.0636028077393091,-0.006597634404897593,-0.0058344006538390975,-0.006852045655250494,0.030377839884229804
,,,78,0.0938262939453125,0.0896048471331595,0.0939806476235389,0.0881462469696998,0.0588707781871034,0.004221446812153001,-0.00015435367822640156,0.005680046975612696,0.0349555157582091
,,,79,0.0924309566617012,0.0937105286866427,0.0938262939453125,0.0936719402670861,0.0608899355749463,-0.0012795720249415,-0.0013953372836112976,-0.001240983605384896,0.031541021086754904
,,,80,0.0887669399380683,0.0913844536989927,0.0924309566617012,0.0910356193780899,0.0477197796695966,-0.002617513760924395,-0.0036640167236328958,-0.002268679440021598,0.04104716026847171
,,,81,0.0831132233142852,0.0860189273953436,0.0887669399380683,0.0851029232144354,0.0509329527594122,-0.002905704081058405,-0.005653716623783112,-0.001989699900150202,0.03218027055487299
,,,82,0.0850498974323272,0.0788729358464478,0.0831132233142852,0.077459506690502,0.0641223412149809,0.006176961585879395,0.001936674118042006,0.007590390741825201,0.020927556217346308
,,,83,0.0866440162062645,0.0865024030208587,0.0850498974323272,0.0869865715503692,0.0701738486520179,0.0001416131854058006,0.0015941187739372947,-0.00034255534410469746,0.0164701675542466
,,,84,0.0855306088924408,0.0878396052867174,0.0866440162062645,0.0882381349802017,0.0622035844935854,-0.002308996394276605,-0.0011134073138237,-0.0027075260877608975,0.023327024398855395
,,,85,0.0829933136701583,0.084695553407073,0.0855306088924408,0.0844172015786171,0.0530975244595762,-0.0017022397369146902,-0.002537295222282493,-0.001423887908458793,0.029895789210582106
,,,86,0.0839312821626663,0.0810903422534464,0.0829933136701583,0.0804560184478758,0.0606998171083657,0.0028409399092199084,0.000937968492508004,0.0034752637147905108,0.023231465054300605
,,,87,0.0874615311622619,0.0846347585320473,0.0839312821626663,0.0848692506551743,0.0728152399126376,0.002826772630214594,0.0035302489995955866,0.0025922805070875965,0.0146462912496243
,,,88,0.091123878955841,0.0901092179119585,0.0874615311622619,0.0909917801618574,0.0823725230522119,0.001014661043882495,0.0036623477935791016,0.00013209879398359825,0.00875135590362909
,,,89,0.0924679413437843,0.0938706398010253,0.091123878955841,0.0947862267494201,0.0818760868934612,-0.001402698457240989,0.0013440623879433095,-0.002318285405635792,0.01059185445032311
