source_prediction_file,baseline_name,axis,row_index,true_future,hybrid_prediction,naive_component,cv_component,arx_component,hybrid_residual,naive_residual,cv_residual,arx_residual
,,,0,0.1346504390239715,0.1336091529772593,0.1302252262830734,0.1370646357536316,0.1339851448321689,0.001041286046712192,0.004425212740898105,-0.0024141967296600897,0.0006652941918026123
,,,1,0.1427202224731445,0.1353721954514642,0.1346504390239715,0.1390756517648696,0.1354523906100745,0.007348027021680303,0.008069783449173001,0.003644570708274897,0.007267831863070007
,,,2,0.1452392339706421,0.1466219821963461,0.1427202224731445,0.1507900059223175,0.1470555110544796,-0.0013827482257040002,0.0025190114974975863,-0.005550771951675415,-0.0018162770838374975
,,,3,0.1402754932641983,0.1416971151668735,0.1452392339706421,0.1477582454681396,0.1413035464108992,-0.0014216219026751964,-0.004963740706443787,-0.00748275220394129,-0.0010280531467009024
,,,4,0.1428254395723343,0.1315487788727068,0.1402754932641983,0.1353117525577545,0.1305791439403189,0.011276660699627489,0.0025499463081359863,0.007513687014579801,0.012246295632015403
,,,5,0.1327777057886123,0.138762011759887,0.1428254395723343,0.1453753858804702,0.1383105197807262,-0.005984305971274695,-0.01004773378372198,-0.012597680091857882,-0.005532813992113889
,,,6,0.1150216609239578,0.1209767109632631,0.1327777057886123,0.1227299720048903,0.1196654893160021,-0.0059550500393052985,-0.017756044864654513,-0.007708311080932506,-0.004643828392044302
,,,7,0.0968009531497955,0.1021627059351095,0.1150216609239578,0.0972656160593032,0.1007339331585708,-0.005361752785313992,-0.018220707774162292,-0.00046466290950769595,-0.003932980008775289
,,,8,0.0867611616849899,0.0867294237985022,0.0968009531497955,0.0785802453756332,0.0856103649816919,3.173788648770659e-05,-0.010039791464805603,0.008180916309356703,0.0011507967032979988
,,,9,0.0840081498026847,0.0826274716546757,0.0867611616849899,0.0767213702201843,0.0821681727624186,0.0013806781480090041,-0.0027530118823052008,0.007286779582500402,0.0018399770402661025
,,,10,0.0850273519754409,0.0847107364499923,0.0840081498026847,0.0812551379203795,0.0847888016330264,0.0003166155254485936,0.001019202172756195,0.003772214055061396,0.0002385503424144897
,,,11,0.0834080502390861,0.0868814359524167,0.0850273519754409,0.086046554148197,0.0870874452831918,-0.0034733857133305984,-0.0016193017363548001,-0.002638503909110898,-0.003679395044105707
,,,12,0.0809594988822937,0.0830248087460528,0.0834080502390861,0.0817887485027313,0.082982226357938,-0.0020653098637590933,-0.0024485513567923944,-0.0008292496204375943,-0.0020227274756443037
