source_prediction_file,baseline_name,axis,row_index,true_future,hybrid_prediction,naive_component,cv_component,arx_component,hybrid_residual,naive_residual,cv_residual,arx_residual
,,,0,83.02445220947266,83.02487182617188,83.02487182617188,83.02071380615234,83.02234148739286,-0.00041961669921875,-0.00041961669921875,0.0037384033203125,0.0021107220797915716
,,,1,83.0271987915039,83.02445220947266,83.02445220947266,83.02403259277344,83.02203292402157,0.00274658203125,0.00274658203125,0.00316619873046875,0.005165867482332942
,,,2,83.0295181274414,83.0271987915039,83.0271987915039,83.02994537353516,83.02485844362836,0.0023193359375,0.0023193359375,-0.00042724609375,0.00465968381304549
,,,3,83.02839660644531,83.0295181274414,83.0295181274414,83.0318374633789,83.02706680827741,-0.00112152099609375,-0.00112152099609375,-0.00344085693359375,0.0013297981679016857
,,,4,83.02595520019531,83.02839660644531,83.02839660644531,83.02727508544922,83.02536313012602,-0.00244140625,-0.00244140625,-0.00131988525390625,0.0005920700692882974
,,,5,83.02389526367188,83.02595520019531,83.02595520019531,83.02351379394531,83.02256966262081,-0.0020599365234375,-0.0020599365234375,0.0003814697265625,0.0013256010510644956
,,,6,83.02294921875,83.02389526367188,83.02389526367188,83.02183532714844,83.02066922728967,-0.000946044921875,-0.000946044921875,0.0011138916015625,0.002279991460326869
,,,7,83.02445220947266,83.02294921875,83.02294921875,83.02200317382812,83.01950147162326,0.00150299072265625,0.00150299072265625,0.00244903564453125,0.004950737849398479
,,,8,83.0251235961914,83.02445220947266,83.02445220947266,83.02595520019531,83.02097584159539,0.00067138671875,0.00067138671875,-0.00083160400390625,0.0041477545960191264
,,,9,83.02334594726562,83.0251235961914,83.0251235961914,83.02579498291016,83.02138902633371,-0.00177764892578125,-0.00177764892578125,-0.00244903564453125,0.0019569209319172387
,,,10,83.02041625976562,83.02334594726562,83.02334594726562,83.02156829833984,83.01949768663356,-0.0029296875,-0.0029296875,-0.00115203857421875,0.0009185731320684454
,,,11,83.0184326171875,83.02041625976562,83.02041625976562,83.01748657226562,83.01703584882092,-0.001983642578125,-0.001983642578125,0.000946044921875,0.0013967683665754294
,,,12,83.02046966552734,83.0184326171875,83.0184326171875,83.01644897460938,83.01523540331662,0.00203704833984375,0.00203704833984375,0.00402069091796875,0.005234262210720431
