path,file,n_columns,columns,true,pred,attacked,recovered,residual,detected,threshold,rmse,mae,improvement
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Roll.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Yaw.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_pulse_Pitch.csv,baseline_01_hover__baseline_01_hover_ATT__attack_pulse_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_pulse_Roll.csv,baseline_01_hover__baseline_01_hover_ATT__attack_pulse_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_pulse_Yaw.csv,baseline_01_hover__baseline_01_hover_ATT__attack_pulse_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_ramp_Pitch.csv,baseline_01_hover__baseline_01_hover_ATT__attack_ramp_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_ramp_Roll.csv,baseline_01_hover__baseline_01_hover_ATT__attack_ramp_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_01_hover__baseline_01_hover_ATT__attack_ramp_Yaw.csv,baseline_01_hover__baseline_01_hover_ATT__attack_ramp_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_bias_Pitch.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_bias_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_bias_Roll.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_bias_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_bias_Yaw.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_bias_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_bias_Pitch.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_bias_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_bias_Roll.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_bias_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_bias_Yaw.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_bias_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_pulse_Pitch.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_pulse_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_pulse_Roll.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_pulse_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_pulse_Yaw.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_pulse_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_ramp_Pitch.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_ramp_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_ramp_Roll.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_ramp_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_ramp_Yaw.csv,baseline_03_forward_motion__baseline_03_forward_motion_ATT__attack_ramp_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_04_yaw_rotation__baseline_04_yaw_rotation_ATT__attack_bias_Yaw.csv,baseline_04_yaw_rotation__baseline_04_yaw_rotation_ATT__attack_bias_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_04_yaw_rotation__baseline_04_yaw_rotation_ATT__attack_pulse_Yaw.csv,baseline_04_yaw_rotation__baseline_04_yaw_rotation_ATT__attack_pulse_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_04_yaw_rotation__baseline_04_yaw_rotation_ATT__attack_ramp_Yaw.csv,baseline_04_yaw_rotation__baseline_04_yaw_rotation_ATT__attack_ramp_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_bias_Pitch.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_bias_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_bias_Roll.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_bias_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_bias_Yaw.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_bias_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_pulse_Pitch.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_pulse_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_pulse_Roll.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_pulse_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_pulse_Yaw.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_pulse_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_ramp_Pitch.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_ramp_Pitch.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_ramp_Roll.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_ramp_Roll.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_ramp_Yaw.csv,baseline_05_mixed_maneuver__baseline_05_mixed_maneuver_ATT__attack_ramp_Yaw.csv,21,timestamp | TimeUS | DesRoll | Roll | DesPitch | Pitch | DesYaw | Yaw | AEKF | True_Roll | Attacked_Roll | True_Pitch | Attacked_Pitch | True_Yaw | Attacked_Yaw | AttackActive | AttackAxis | AttackType | AttackMagnitude | SourceCleanFile | Phase4TimeColumn,1,0,1,0,0,0,0,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/attacked_att/phase4_attacked_att_manifest_v9.csv,phase4_attacked_att_manifest_v9.csv,8,baseline | source_clean_file | attacked_file | axis | attack_type | magnitude | threshold_p99_abs | n_samples,1,0,1,0,0,0,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W10_N3_mean1.25x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W10_N3_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W10_N3_mean1.5x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W10_N3_mean1.5x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W10_N3_mean1x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W10_N3_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W20_N5_mean1.25x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W20_N5_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W20_N5_mean1.5x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W20_N5_mean1.5x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W20_N5_mean1x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W20_N5_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W30_N8_mean1.25x.csv,baseline_01_hover__baseline_01_hover_ATT__attack_bias_Pitch__detect_W30_N8_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
