path,file,n_columns,columns,true,pred,attacked,recovered,residual,detected,threshold,rmse,mae,improvement
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W20_N5_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W20_N5_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W30_N8_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W30_N8_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W30_N8_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W30_N8_mean1.5x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W30_N8_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Pitch__detect_W30_N8_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W10_N3_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W10_N3_mean1.25x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W10_N3_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W10_N3_mean1.5x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W10_N3_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W10_N3_mean1x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W20_N5_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W20_N5_mean1.25x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W20_N5_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W20_N5_mean1.5x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W20_N5_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W20_N5_mean1x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W30_N8_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W30_N8_mean1.25x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W30_N8_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W30_N8_mean1.5x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W30_N8_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Roll__detect_W30_N8_mean1x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W10_N3_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W10_N3_mean1.25x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W10_N3_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W10_N3_mean1.5x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W10_N3_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W10_N3_mean1x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W20_N5_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W20_N5_mean1.25x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W20_N5_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W20_N5_mean1.5x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W20_N5_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W20_N5_mean1x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W30_N8_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W30_N8_mean1.25x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W30_N8_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W30_N8_mean1.5x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W30_N8_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_pulse_Yaw__detect_W30_N8_mean1x.csv,20,x | AttackActive | CleanFuture_Yaw | AttackedFuture_Yaw | V9PredictedFuture_Yaw | Residual_Yaw | AbsResidual_Yaw | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W10_N3_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W10_N3_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W10_N3_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W10_N3_mean1.5x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W10_N3_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W10_N3_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W20_N5_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W20_N5_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W20_N5_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W20_N5_mean1.5x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W20_N5_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W20_N5_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W30_N8_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W30_N8_mean1.25x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W30_N8_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W30_N8_mean1.5x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W30_N8_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Pitch__detect_W30_N8_mean1x.csv,20,x | AttackActive | CleanFuture_Pitch | AttackedFuture_Pitch | V9PredictedFuture_Pitch | Residual_Pitch | AbsResidual_Pitch | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W10_N3_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W10_N3_mean1.25x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W10_N3_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W10_N3_mean1.5x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W10_N3_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W10_N3_mean1x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W20_N5_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W20_N5_mean1.25x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W20_N5_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W20_N5_mean1.5x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W20_N5_mean1x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W20_N5_mean1x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.25x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.25x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
/home/tchowdh4/sensor_recovery_project/attack_detection_v9/detection_csvs/baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.5x.csv,baseline_02_high_altitude_hover__baseline_02_high_altitude_hover_ATT__attack_ramp_Roll__detect_W30_N8_mean1.5x.csv,20,x | AttackActive | CleanFuture_Roll | AttackedFuture_Roll | V9PredictedFuture_Roll | Residual_Roll | AbsResidual_Roll | Threshold | PointDetectionFlag | WindowCount | RollingMeanAbsResidual | WindowCountFlag | WindowMeanFlag | WindowCombinedFlag | Baseline | AttackAxis | AttackType | WindowRule | PredictionFile | PredictionColumn,1,1,1,0,1,1,1,0,0,0
