timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,AEKF
1778788392.76001596,65945278,-0.00014208420179784298,0.06820295006036758,8.693488780409098e-05,0.05763448029756546,354.5999755859375,354.5999755859375,3
1778788392.85997605,66045238,-0.00014208417269401252,0.06809847801923752,8.693490963196382e-05,0.057710912078619,354.59893798828125,354.59893798828125,3
1778788392.95993614,66145198,-0.00014208418724592775,0.06818651407957077,8.693488052813336e-05,0.057543762028217316,354.59765625,354.59765625,3
1778788393.05989599,66245158,-0.00014208418724592775,0.06846554577350616,8.693485870026052e-05,0.05750751495361328,354.5963439941406,354.5963439941406,3
1778788393.15985608,66345118,-0.00014208418724592775,0.06838655471801758,8.693486597621813e-05,0.057540059089660645,354.594482421875,354.594482421875,3
1778788393.25981593,66445078,-0.00014208417269401252,0.06860795617103577,8.693485870026052e-05,0.05769820138812065,354.5926818847656,354.5926818847656,3
1778788393.35977602,66545038,-0.00014208420179784298,0.06889680027961731,8.693486597621813e-05,0.05793808400630951,354.5906677246094,354.5906677246094,3
1778788393.45973611,66644998,-0.00014208423090167344,0.06940767168998718,8.693487325217575e-05,0.058453068137168884,354.588623046875,354.588623046875,3
1778788393.55969596,66744958,-0.00014208423090167344,0.0701526552438736,8.693483687238768e-05,0.059056274592876434,354.58697509765625,354.58697509765625,3
1778788393.65965605,66844918,-0.00014208420179784298,0.07097756117582321,8.69348514243029e-05,0.05967959389090538,354.5851135253906,354.5851135253906,3
1778788393.75961614,66944878,-0.00014208423090167344,0.07185398042201996,8.693485870026052e-05,0.060496121644973755,354.5834045410156,354.5834045410156,3
1778788393.85957599,67044838,-0.0001420841581420973,0.07291114330291748,8.693484414834529e-05,0.061566874384880066,354.58160400390625,354.58160400390625,3
1778788393.95953608,67144798,-0.0001420841581420973,0.07409081608057022,8.693483687238768e-05,0.0626412034034729,354.5799865722656,354.5799865722656,3
1778788394.05949593,67244758,-0.00014208417269401252,0.07543494552373886,8.693482232047245e-05,0.06394363939762115,354.5779724121094,354.5779724121094,3
1778788394.15945601,67344718,-0.0001420841581420973,0.07676252722740173,8.693481504451483e-05,0.0651717260479927,354.57623291015625,354.57623291015625,3
1778788394.25941610,67444678,-0.0001420841581420973,0.0779326856136322,8.693481504451483e-05,0.06665589660406113,354.5743713378906,354.5743713378906,3
1778788394.35937595,67544638,-0.00014208414359018207,0.07926452904939651,8.69348004925996e-05,0.06810836493968964,354.5726318359375,354.5726318359375,3
1778788394.45933604,67644598,-0.0001420841581420973,0.08064867556095123,8.693481504451483e-05,0.06963948905467987,354.5709228515625,354.5709228515625,3
1778788394.55929613,67744558,-0.00014208412903826684,0.08204112946987152,8.693477866472676e-05,0.07117454707622528,354.56915283203125,354.56915283203125,3
1778788394.65925598,67844518,-0.00014208414359018207,0.08366021513938904,8.693480776855722e-05,0.07258965075016022,354.5672607421875,354.5672607421875,3
1778788394.75921607,67944478,-0.0001420841581420973,0.08520818501710892,8.693478594068438e-05,0.07428387552499771,354.5652770996094,354.5652770996094,3
1778788394.86000896,68045271,-0.00014208412903826684,0.08682005852460861,8.693477138876915e-05,0.07577961683273315,354.5631103515625,354.5631103515625,3
1778788394.95996904,68145231,-0.0001420841581420973,0.08845262974500656,8.693474956089631e-05,0.07715919613838196,354.5609436035156,354.5609436035156,3
1778788395.05992913,68245191,-0.00014208420179784298,0.09020113945007324,8.693476411281154e-05,0.07864347845315933,354.5588684082031,354.5588684082031,3
1778788395.15988898,68345151,-0.00014208420179784298,0.09178530424833298,8.693474956089631e-05,0.08045592904090881,354.55706787109375,354.55706787109375,3
1778788395.25984907,68445111,-0.00014208414359018207,0.0935286357998848,8.693475683685392e-05,0.08215431869029999,354.554931640625,354.554931640625,3
1778788395.35980892,68545071,-0.00014208412903826684,0.09501658380031586,8.693474228493869e-05,0.08387113362550735,354.5530090332031,354.5530090332031,3
1778788395.45976901,68645031,-0.00014208412903826684,0.09672532230615616,8.693473500898108e-05,0.08559785783290863,354.5510559082031,354.5510559082031,3
