timestamp,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
1778627314.40000010,54605649,0,6,256132400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627314.57992816,54785577,0,6,256132600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627314.77984810,54985497,0,6,256132800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627314.97976804,55185417,0,6,256133000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627315.17968822,55385337,0,6,256133200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627315.37960815,55585257,0,6,256133400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627315.57952809,55785177,0,6,256133600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627315.77944803,55985097,0,6,256133800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627315.97936821,56185017,0,6,256134000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627316.17928815,56384937,0,6,256134200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627316.37920809,56584857,0,6,256134400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627316.57996106,56785610,0,6,256134600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627316.77988100,56985530,0,6,256134800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627316.97980118,57185450,0,6,256135000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627317.17972112,57385370,0,6,256135200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627317.37964106,57585290,0,6,256135400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627317.57956100,57785210,0,6,256135600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627317.77948117,57985130,0,6,256135800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627317.97940111,58185050,0,6,256136000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627318.17932105,58384970,0,6,256136200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627318.37924099,58584890,0,6,256136400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627318.57999420,58785643,0,6,256136600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627318.77991414,58985563,0,6,256136800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627318.97983408,59185483,0,6,256137000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627319.17975402,59385403,0,6,256137200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627319.37967420,59585323,0,6,256137400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627319.57959414,59785243,0,6,256137600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627319.77951407,59985163,0,6,256137800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627319.97943401,60185083,0,6,256138000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627320.17935419,60385003,0,6,256138200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627320.37927413,60584923,0,6,256138400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627320.57919407,60784843,0,6,256138600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627320.77994704,60985596,0,6,256138800,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627320.97986722,61185516,0,6,256139000,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627321.17978716,61385436,0,6,256139200,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627321.37970710,61585356,0,6,256139400,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,0.0,0.0,0.0,1
1778627321.57962704,61785276,0,6,256139600,2418,10,1.21,-35.3632621,149.1652374,584.09,0.0,126.14114379882812,0.0,0.0,1
