timestamp,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH
1778785729.95918298,71144031,0,0.06,0.05,354.51,-0.014548826031386852,0.017519012093544006,-2.3367920221062377e-05,1.0609751370793674e-05,-0.011432531289756298,0.013669348321855068,-0.003851814428344369,0.03,0.04,-0.03,584.09
1778785729.95918298,71144031,1,0.07,0.05,354.52,-0.013521432876586914,0.01860785111784935,0.0003811308415606618,0.00014758406905457377,-0.010783782228827477,0.014558269642293453,0.006337630096822977,0.03,0.04,-0.03,584.08
1778785730.05997586,71244824,0,0.06,0.05,354.51,-0.014456189237535,0.017383327707648277,-1.8321146853850223e-05,4.342587089922745e-06,-0.011315073817968369,0.013544538989663124,-0.0038523138500750065,0.03,0.04,-0.03,584.09
1778785730.05997586,71244824,1,0.07,0.05,354.51,-0.013310497626662254,0.01839916966855526,0.0004268096527084708,0.00017512468912173063,-0.01054849661886692,0.014264460653066635,0.006352894473820925,0.03,0.04,-0.03,584.08
1778785730.15993595,71344784,0,0.06,0.05,354.51,-0.0144382668659091,0.017251472920179367,7.379980502264516e-07,1.4372621080838144e-05,-0.01136019453406334,0.013602507300674915,-0.0038527543656527996,0.03,0.04,-0.03,584.09
1778785730.15993595,71344784,1,0.07,0.05,354.51,-0.013340471312403679,0.018345924094319344,0.00042144767940044403,0.00018068488861899823,-0.01058692391961813,0.014338296838104725,0.006372700911015272,0.03,0.04,-0.03,584.08
1778785730.25989604,71444744,0,0.06,0.05,354.51,-0.014038341119885445,0.016820153221488,3.607321559684351e-05,5.1431507017696276e-05,-0.011234073899686337,0.013454779982566833,-0.003848804859444499,0.03,0.04,-0.03,584.09
1778785730.25989604,71444744,1,0.07,0.05,354.51,-0.012980743311345577,0.017905142158269882,0.0003219956415705383,7.751098746666685e-05,-0.010470923036336899,0.01419318001717329,0.006387145258486271,0.03,0.04,-0.03,584.08
1778785730.35985589,71544704,0,0.06,0.05,354.51,-0.013619953766465187,0.01634042151272297,2.058909012703225e-05,4.032354263472371e-05,-0.01122119277715683,0.013443953357636929,-0.00384479365311563,0.03,0.04,-0.03,584.09
1778785730.35985589,71544704,1,0.07,0.05,354.51,-0.012579103000462055,0.017456749454140663,0.00018281045777257532,-7.901211938587949e-05,-0.010457061231136322,0.014193091541528702,0.006387464236468077,0.03,0.04,-0.03,584.08
1778785730.45981598,71644664,0,0.07,0.05,354.51,-0.012810246087610722,0.015412642620503902,2.2593800167669542e-05,3.366333112353459e-05,-0.010999569669365883,0.0131869837641716,-0.003841303288936615,0.03,0.04,-0.03,584.09
1778785730.45981598,71644664,1,0.07,0.05,354.51,-0.011945460923016071,0.0163241196423769,0.00020627022604458034,-4.911095311399549e-05,-0.010258721187710762,0.013928593136370182,0.006383753847330809,0.03,0.04,-0.03,584.08
1778785730.55977583,71744624,0,0.07,0.05,354.51,-0.011915236711502075,0.014415811747312546,1.2728375622828025e-05,1.2757054719259031e-05,-0.010829131118953228,0.012991116382181644,-0.003841341007500887,0.03,0.04,-0.03,584.09
1778785730.55977583,71744624,1,0.07,0.05,354.51,-0.011211147531867027,0.015290623530745506,0.00028308454784564674,3.820204074145295e-05,-0.010003293864428997,0.013574030250310898,0.006385474931448698,0.03,0.04,-0.03,584.08
