t_sec,TimeUS,DesRoll,DesPitch,DesYaw,PN,PE,PD,Roll,Pitch,Yaw,VN,VE,VD,GX,GY,GZ
8.199219,62844852,-0.1888810396194458,-0.1931050717830658,354.6310729980469,-0.0100916540250182,0.0119113745167851,-0.0805177986621856,0.17,0.16,354.58,-0.0168606676161289,0.0199314840137958,-0.2883860766887665,0.02,0.03,-0.06
8.300012,62945645,-0.1956316232681274,-0.1997983306646347,354.6310729980469,-0.0104121528565883,0.0122919157147407,-0.1123474687337875,0.17,0.16,354.57,-0.0172545500099658,0.0203725006431341,-0.3491280674934387,0.02,0.03,-0.05
8.399972,63045605,-0.2018120884895324,-0.2060772776603698,354.631103515625,-0.0106770936399698,0.0126097165048122,-0.1567980647087097,0.05,0.05,354.57,-0.0174126178026199,0.0205821022391319,-0.649585485458374,0.02,0.03,-0.05
8.499932,63145565,-0.2036343216896057,-0.2077244073152542,354.631103515625,-0.0108690308406949,0.012843414209783,-0.2455420196056366,-0.11,-0.11,354.57,-0.0156214237213134,0.0185163076967,-1.0875301361083984,0.02,0.03,-0.05
8.599892,63245525,-0.1868889927864074,-0.1907074153423309,354.63104248046875,-0.0107029527425765,0.0126285981386899,-0.361014574766159,-0.21,-0.21,354.58,-0.0121915405616164,0.014171496964991,-1.2455939054489136,0.02,0.03,-0.05
8.699852,63345485,-0.1412563472986221,-0.1464984267950058,354.63092041015625,-0.010101250372827,0.0118582295253872,-0.4800512194633484,-0.23,-0.23,354.58,-0.0072234515100717,0.0080078011378645,-1.2197234630584717,0.02,0.03,-0.05
8.799812,63445445,-0.0702901184558868,-0.077152594923973,354.6307983398437,-0.0088975932449102,0.0103327287361025,-0.5945691466331482,-0.2,-0.2,354.59,-0.0014714089920744,0.000845834845677,-1.166136622428894,0.02,0.03,-0.05
8.899772,63545405,0.0230992995202541,0.013054302893579,354.6307373046875,-0.0071518011391162,0.0081250304356217,-0.7077022790908813,-0.13,-0.13,354.59,0.0036655894946306,-0.0055549819953739,-1.1667418479919434,0.02,0.03,-0.05
8.999732,63645365,0.1207701042294502,0.1072040423750877,354.6308898925781,-0.0049930540844798,0.0053925928659737,-0.8277756571769714,-0.02,-0.04,354.59,0.0072521874681115,-0.0099003193899989,-1.228449463844299,0.02,0.03,-0.05
9.099692,63745325,0.2091127783060073,0.1929645538330078,354.6311340332031,-0.0026453083846718,0.0024262587539851,-0.9582105278968812,0.07,0.05,354.59,0.0088342716917395,-0.0117097254842519,-1.3232356309890747,0.02,0.03,-0.05
9.199652,63845285,0.2768359184265136,0.2596571147441864,354.63140869140625,-7.773899415042251e-05,-0.0007144403643906,-1.0994468927383425,0.15,0.12,354.59,0.0089432392269372,-0.0116384094581007,-1.4263169765472412,0.02,0.03,-0.05
9.299612,63945245,0.3275664448738098,0.3113056123256683,354.6316833496094,0.002472894731909,-0.0037706019356846,-1.2512937784194946,0.2,0.18,354.59,0.0079425387084484,-0.0100939376279711,-1.5274410247802734,0.02,0.03,-0.05
9.399572,64045205,0.3615441918373108,0.3475969731807709,354.63189697265625,0.0048706620000302,-0.0067592696286737,-1.4116321802139282,0.25,0.23,354.59,0.006032777018845,-0.0077149728313088,-1.6251579523086548,0.02,0.03,-0.05
9.499532,64145165,0.3862048983573913,0.3725161552429199,354.6320495605469,0.0069924625568091,-0.0095001934096217,-1.5830886363983154,0.28,0.27,354.59,0.0033919343259185,-0.0044779111631214,-1.7241971492767334,0.02,0.03,-0.05
9.599492,64245125,0.4001058936119079,0.3850570917129516,354.63214111328125,0.0087958825752139,-0.0120803890749812,-1.7646268606185913,0.3,0.29,354.59,0.0003214752359781,-0.0007719463319517,-1.8251080513000488,0.02,0.03,-0.05
9.699452,64345085,0.4082199037075043,0.3885387182235718,354.6321716308594,0.0102015594020485,-0.0143251111730933,-1.9563887119293213,0.32,0.3,354.59,-0.0031045202631503,0.0032032784074544,-1.927977204322815,0.02,0.03,-0.05
9.799412,64445045,0.4083926081657409,0.3803868889808655,354.6321105957031,0.0116840414702892,-0.0167239997535944,-2.1605515480041504,0.33,0.3,354.59,-0.0063367215916514,0.0070460066199302,-2.0324747562408447,0.02,0.03,-0.05
9.899372,64545005,0.4052082896232605,0.3698745369911194,354.6320495605469,0.0125741623342037,-0.0182869099080562,-2.373093605041504,0.33,0.3,354.59,-0.0095629962161183,0.0110909510403871,-2.136056423187256,0.02,0.03,-0.05
9.999332,64644965,0.3958402872085571,0.3553922474384308,354.6319274902344,0.0133788641542196,-0.0197076145559549,-2.595914125442505,0.33,0.29,354.59,-0.0123597579076886,0.0149248102679848,-2.23914098739624,0.03,0.03,-0.05
10.099292,64744925,0.3841171264648437,0.3412404060363769,354.6318359375,0.0137349283322691,-0.0204799231141805,-2.8290762901306152,0.32,0.28,354.59,-0.0151162771508097,0.0185961667448282,-2.3380048274993896,0.03,0.03,-0.05
10.199252,64844885,0.3667868971824646,0.3247137367725372,352.6893005371094,0.01401171926409,-0.021105159074068,-3.0709340572357178,0.31,0.27,352.65,-0.017280338332057,0.0218507647514343,-2.414027214050293,0.03,0.03,-0.05
10.299212,64944845,0.3461989462375641,0.3131960928440094,352.689208984375,0.0138929402455687,-0.0211214125156402,-3.319185495376587,0.3,0.27,352.66,-0.0193022340536117,0.0249568857252597,-2.466747999191284,0.03,0.03,-0.05
