x,Baseline,Axis,AttackType,AttackMagnitude,AttackActive,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,Residual_Roll,AbsResidual_Roll,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,WindowRule,W,N,RollingMeanMultiplier,AlignmentOffset,PredictionColumn,CleanFile,PredictionFile
0.0,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0985497534275055,0.0985497534275055,0.0929901156574487,0.005559637770056788,0.005559637770056788,0.010307,0,0.0,0.005559637770056788,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.09996,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.091432124376297,0.091432124376297,0.0868056654930114,0.004626458883285597,0.004626458883285597,0.010307,0,0.0,0.005093048326671193,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.19992,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0873657017946243,0.0873657017946243,0.084722527116537,0.0026431746780873067,0.0026431746780873067,0.010307,0,0.0,0.0042764237771432305,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.29988,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0868997052311897,0.0868997052311897,0.0865968074649572,0.0003028977662325044,0.0003028977662325044,0.010307,0,0.0,0.003283042274415549,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.39984,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0877327546477317,0.0877327546477317,0.0882742367684839,-0.0005414821207521958,0.0005414821207521958,0.010307,0,0.0,0.0027347302436828784,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.4998,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0856118351221084,0.0856118351221084,0.0842332374304532,0.0013785976916552006,0.0013785976916552006,0.010307,0,0.0,0.0025087081516782656,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.600593,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0804608315229415,0.0804608315229415,0.077112679183483,0.00334815233945851,0.00334815233945851,0.010307,0,0.0,0.002628628749932586,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.700553,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0863452181220054,0.0863452181220054,0.0901700694113969,-0.003824851289391501,0.003824851289391501,0.010307,0,0.0,0.0027781565673649505,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.800513,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0907528400421142,0.0907528400421142,0.0936177942901849,-0.002864954248070692,0.002864954248070692,0.010307,0,0.0,0.002787800754110033,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
0.900473,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.098801165819168,0.098801165819168,0.1040325775742529,-0.005231411755084903,0.005231411755084903,0.010307,0,0.0,0.00303216185420752,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.000433,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.1058796271681785,0.1058796271681785,0.1104806270450353,-0.004600999876856804,0.004600999876856804,0.010307,0,0.0,0.003174783492630182,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.100393,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.1092900335788726,0.1092900335788726,0.1115067977458237,-0.002216764166951102,0.002216764166951102,0.010307,0,0.0,0.003094948548823592,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.200353,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.1146807372570037,0.1146807372570037,0.1181846946477889,-0.003503957390785198,0.003503957390785198,0.010307,0,0.0,0.003126410767436023,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.300313,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.1163345500826835,0.1163345500826835,0.1174095284193753,-0.0010749783366918036,0.0010749783366918036,0.010307,0,0.0,0.0029798798795257217,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.400273,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.1094492450356483,0.1094492450356483,0.1049737967550754,0.004475448280572905,0.004475448280572905,0.010307,0,0.0,0.0030795844395955342,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.500233,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.1026597172021865,0.1026597172021865,0.0982465241104363,0.0044131930917502005,0.0044131930917502005,0.010307,0,0.0,0.0031629349803552007,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.600193,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0932501107454299,0.0932501107454299,0.0871338665485381,0.006116244196891801,0.006116244196891801,0.010307,0,0.0,0.003336659051916177,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.700153,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0865317657589912,0.0865317657589912,0.082164841517806,0.004366924241185205,0.004366924241185205,0.010307,0,0.0,0.003393896006875568,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.800113,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0809063091874122,0.0809063091874122,0.0772497624158858,0.003656546771526409,0.003656546771526409,0.010307,0,0.0,0.0034077197313308752,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
1.900073,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0783687308430671,0.0783687308430671,0.0767193049192427,0.001649425923824402,0.001649425923824402,0.010307,0,0.0,0.0033198050409555513,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
2.000033,baseline_05_mixed_maneuver,Roll,pulse,0.082456,0,0.0752075985074043,0.0752075985074043,0.0731528624892234,0.0020547360181809027,0.0020547360181809027,0.010307,0,0.0,0.003144559953361757,0,0,0,W20_N5_mean1x,20,5,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv
