aggregation_level,baseline_name,axis,component,source_prediction_file,n,mean_residual,std_residual,mae,rmse,max_abs_residual,p95_abs_residual,p99_abs_residual,p995_abs_residual,mean_abs_plus_3std_abs_threshold,recommended_threshold
per_baseline,baseline_05_mixed_maneuver_ATT,Yaw,naive,PHASE3B_RESIDUAL_CSV,477,0.0002224040481279433,0.0017176356023892705,0.0013235000194493365,0.001730188014778697,0.0057525634765625,0.0037078857421875,0.004794921875,0.004841766357421844,0.0046702246353580775,0.004841766357421844
per_baseline,baseline_05_mixed_maneuver_ATT,Yaw,cv,PHASE3B_RESIDUAL_CSV,477,1.0540400411098213e-05,0.00158567619797708,0.0009575130054785587,0.0015840482603207734,0.004669189453125,0.00373992919921874,0.0045278930664062,0.004551849365234344,0.004747170984857902,0.004747170984857902
per_baseline,baseline_05_mixed_maneuver_ATT,Yaw,arx,PHASE3B_RESIDUAL_CSV,477,0.0005061219359988337,0.00210807456673633,0.0014859625589389324,0.0021658303895970526,0.0073105049591788,0.004961853989686839,0.006640306448363129,0.006842467843052277,0.006217935873233603,0.006842467843052277
all_baselines,ALL,Roll,hybrid,ALL_PHASE3B_RESIDUAL_CSVS,1605,0.0008596803047667706,0.003293810777970132,0.002269850393479275,0.003403157364549374,0.0302688828224192,0.006419124249117658,0.010779762980886384,0.01698163071120916,0.009879016415403395,0.01698163071120916
all_baselines,ALL,Roll,naive,ALL_PHASE3B_RESIDUAL_CSVS,1605,4.980826860645519e-06,0.003114328772021067,0.0017621894561426973,0.003113362409195674,0.0182820148766041,0.007125389575958239,0.011514507681131358,0.013183787316083852,0.009464551936989505,0.013183787316083852
all_baselines,ALL,Roll,cv,ALL_PHASE3B_RESIDUAL_CSVS,1605,-8.498582512882847e-07,0.002838281399407321,0.0016547752364401832,0.002837397189100603,0.0135886296629904,0.00630432069301604,0.010067012310028052,0.011123427301645354,0.008571615848751175,0.011123427301645354
all_baselines,ALL,Roll,arx,ALL_PHASE3B_RESIDUAL_CSVS,1605,0.0033396802908407697,0.005038896124819697,0.004465436464127475,0.006043849683081699,0.0336766415298262,0.011828709761935419,0.016594874489794076,0.020975990681450948,0.016687753772243043,0.020975990681450948
all_baselines,ALL,Pitch,hybrid,ALL_PHASE3B_RESIDUAL_CSVS,1605,0.0008192728747969296,0.003315087340965352,0.002458141745107098,0.003413819692317019,0.0191614107682327,0.006432579830288733,0.012192122156746992,0.015051795840692201,0.009567067373570366,0.015051795840692201
all_baselines,ALL,Pitch,naive,ALL_PHASE3B_RESIDUAL_CSVS,1605,1.0265544567522085e-05,0.0028907308444291913,0.0016488597203173309,0.002889848398001714,0.0158065012656151,0.006816218793392137,0.010823507308959916,0.011937064267694957,0.008770936116729248,0.011937064267694957
all_baselines,ALL,Pitch,cv,ALL_PHASE3B_RESIDUAL_CSVS,1605,-6.692705681731826e-06,0.002654087536249626,0.0015600920062964325,0.00265326902985424,0.0172870540991426,0.005765110254287699,0.009099889695644138,0.011269465535879075,0.008000541458487527,0.011269465535879075
all_baselines,ALL,Pitch,arx,ALL_PHASE3B_RESIDUAL_CSVS,1605,0.0123015548500073,0.024444632725386845,0.015000878146431362,0.027358655334250824,0.1498392115389242,0.06936678331216654,0.07883202617344892,0.11071443815922898,0.08366064994042846,0.11071443815922898
all_baselines,ALL,Yaw,hybrid,ALL_PHASE3B_RESIDUAL_CSVS,1605,-4.4772899796588175e-05,0.0018641763236299637,0.0010584451550634658,0.00186413324994475,0.0211288452148892,0.003351745605459597,0.006642639160190764,0.009342010498046373,0.005663376395323572,0.009342010498046373
all_baselines,ALL,Yaw,naive,ALL_PHASE3B_RESIDUAL_CSVS,1605,-0.00010503846165547285,0.0027938253114007734,0.0014564252716727738,0.0027949292896561648,0.03070068359375,0.0037048339843749993,0.012197265625000037,0.020487670898437546,0.008615058203155926,0.020487670898437546
all_baselines,ALL,Yaw,cv,ALL_PHASE3B_RESIDUAL_CSVS,1605,4.786791461174901e-06,0.0013852743610084908,0.0006986196167372031,0.0013848510170130402,0.016143798828125,0.00344696044912778,0.004377441406250002,0.004629669189453077,0.004286893433278432,0.004629669189453077
all_baselines,ALL,Yaw,arx,ALL_PHASE3B_RESIDUAL_CSVS,1605,-0.00815474253544154,0.009977589426536164,0.009065035152999385,0.01288371414749954,0.0570000849614587,0.026294046436305438,0.030673276427988887,0.033577055440943554,0.036538792379285624,0.036538792379285624
