x,Baseline,Axis,AttackType,AttackActive,AbsResidual,Threshold_static_global,PointExceed_static_global,WindowCount_static_global,WindowDetection_static_global,Threshold_scenario_specific,PointExceed_scenario_specific,WindowCount_scenario_specific,WindowDetection_scenario_specific,Threshold_dynamic_xkf1,PointExceed_dynamic_xkf1,WindowCount_dynamic_xkf1,WindowDetection_dynamic_xkf1
0.0,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0021528662344679,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.09996,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0023409299310668,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.19992,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0002018962735493,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.29988,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0019928100362992,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.39984,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0018272442963371,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.4998,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0046124424721191,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.59976,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0021677228045737,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.69972,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0017860640091145,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.79968,baseline_02_high_altitude_hover,Pitch,ramp,0,0.001456514304877,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.89964,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0019733889275394,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
0.9996,baseline_02_high_altitude_hover,Pitch,ramp,0,0.000213148361821,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
1.09956,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0009802319611589,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
1.19952,baseline_02_high_altitude_hover,Pitch,ramp,0,0.0031717758249018,0.01619,0,0.0,0,0.007947,0,0.0,0,0.009161,0,0.0,0
