x,Baseline,Axis,AttackType,AttackMagnitude,AttackActive,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,Residual_Pitch,AbsResidual_Pitch,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,WindowRule,W,N,RollingMeanMultiplier,AlignmentOffset,PredictionColumn,CleanFile,PredictionFile
0.0,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0858551189303398,0.0858551189303398,0.0870853865874776,-0.0012302676571377957,0.0012302676571377957,0.01619,0,0.0,0.0012302676571377957,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.09996,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0839243158698082,0.0839243158698082,0.0839740523546154,-4.973648480720294e-05,4.973648480720294e-05,0.01619,0,0.0,0.0006400020709724993,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.19992,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0842184647917747,0.0842184647917747,0.0857377534506354,-0.0015192886588607096,0.0015192886588607096,0.01619,0,0.0,0.0009330976002685695,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.29988,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0847060978412628,0.0847060978412628,0.0863269960976111,-0.0016208982563482993,0.0016208982563482993,0.01619,0,0.0,0.001105047764288502,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.39984,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.086272545158863,0.086272545158863,0.0882840669233186,-0.0020115217644555983,0.0020115217644555983,0.01619,0,0.0,0.0012863425643219212,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.4998,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0861514955759048,0.0861514955759048,0.0872624198050995,-0.0011109242291946902,0.0011109242291946902,0.01619,0,0.0,0.0012571061751340494,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.59976,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.083151638507843,0.083151638507843,0.082376575968534,0.0007750625393090071,0.0007750625393090071,0.01619,0,0.0,0.0011882427985876148,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.69972,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0823960155248642,0.0823960155248642,0.0825747717721904,-0.00017875624732620332,0.00017875624732620332,0.01619,0,0.0,0.0010620569796799383,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.800513,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0825806185603141,0.0825806185603141,0.0834473803040171,-0.0008667617437030095,0.0008667617437030095,0.01619,0,0.0,0.0010403575090158351,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
0.900473,baseline_03_forward_motion,Pitch,bias,0.06476,0,0.0827617198228836,0.0827617198228836,0.0838667996196607,-0.0011050797967770976,0.0011050797967770976,0.01619,0,0.0,0.0010468297377919614,0,0,0,W20_N5_mean1.25x,20,5,1.25,909,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv
