baseline,axis,attack_type,attack_magnitude,detector,window_rule,W,N,rolling_mean_multiplier,threshold_type,threshold,TP,FP,TN,FN,precision,recall,f1,false_positive_rate,detection_delay_samples,n_eval_samples,alignment_offset,alignment_median_abs_error,alignment_mean_abs_error,alignment_error_over_threshold,clean_file,prediction_file,prediction_column,detection_csv,figure
baseline_01_hover,Roll,bias,0.02746,point,W10_N3_mean1x,10,3,1.0,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W10_N3_mean1x,10,3,1.0,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W10_N3_mean1x,10,3,1.0,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W10_N3_mean1x,10,3,1.0,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1x.png
baseline_01_hover,Roll,bias,0.02746,point,W10_N3_mean1.25x,10,3,1.25,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W10_N3_mean1.25x,10,3,1.25,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W10_N3_mean1.25x,10,3,1.25,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W10_N3_mean1.25x,10,3,1.25,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,point,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.006865,72,6,169,3,0.9230769230769231,0.96,0.9411764705882353,0.03428571428571429,3,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W10_N3_mean1.5x,10,3,1.5,p99_abs,0.006865,73,7,168,2,0.9125,0.9733333333333334,0.9419354838709678,0.04,2,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W10_N3_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W10_N3_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,point,W20_N5_mean1x,20,5,1.0,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W20_N5_mean1x,20,5,1.0,p99_abs,0.006865,71,15,160,4,0.8255813953488372,0.9466666666666667,0.8819875776397516,0.08571428571428572,4,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W20_N5_mean1x,20,5,1.0,p99_abs,0.006865,72,15,160,3,0.8275862068965517,0.96,0.888888888888889,0.08571428571428572,3,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W20_N5_mean1x,20,5,1.0,p99_abs,0.006865,72,15,160,3,0.8275862068965517,0.96,0.888888888888889,0.08571428571428572,3,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1x.png
baseline_01_hover,Roll,bias,0.02746,point,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.006865,71,15,160,4,0.8255813953488372,0.9466666666666667,0.8819875776397516,0.08571428571428572,4,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.006865,71,14,161,4,0.8352941176470589,0.9466666666666667,0.8875,0.08,4,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W20_N5_mean1.25x,20,5,1.25,p99_abs,0.006865,71,15,160,4,0.8255813953488372,0.9466666666666667,0.8819875776397516,0.08571428571428572,4,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,point,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.006865,71,15,160,4,0.8255813953488372,0.9466666666666667,0.8819875776397516,0.08571428571428572,4,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.006865,69,12,163,6,0.8518518518518519,0.92,0.8846153846153846,0.06857142857142857,6,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W20_N5_mean1.5x,20,5,1.5,p99_abs,0.006865,71,15,160,4,0.8255813953488372,0.9466666666666667,0.8819875776397516,0.08571428571428572,4,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W20_N5_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W20_N5_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,point,W30_N8_mean1x,30,8,1.0,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W30_N8_mean1x,30,8,1.0,p99_abs,0.006865,68,22,153,7,0.7555555555555555,0.9066666666666666,0.8242424242424242,0.12571428571428572,7,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W30_N8_mean1x,30,8,1.0,p99_abs,0.006865,70,23,152,5,0.7526881720430108,0.9333333333333333,0.8333333333333333,0.13142857142857142,5,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W30_N8_mean1x,30,8,1.0,p99_abs,0.006865,70,23,152,5,0.7526881720430108,0.9333333333333333,0.8333333333333333,0.13142857142857142,5,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1x.png
baseline_01_hover,Roll,bias,0.02746,point,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.006865,68,22,153,7,0.7555555555555555,0.9066666666666666,0.8242424242424242,0.12571428571428572,7,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_mean,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.006865,68,21,154,7,0.7640449438202247,0.9066666666666666,0.8292682926829269,0.12,7,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,window_combined,W30_N8_mean1.25x,30,8,1.25,p99_abs,0.006865,68,22,153,7,0.7555555555555555,0.9066666666666666,0.8242424242424242,0.12571428571428572,7,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1.25x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1.25x.png
baseline_01_hover,Roll,bias,0.02746,point,W30_N8_mean1.5x,30,8,1.5,p99_abs,0.006865,75,0,175,0,1.0,1.0,1.0,0.0,0,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1.5x.png
baseline_01_hover,Roll,bias,0.02746,window_count,W30_N8_mean1.5x,30,8,1.5,p99_abs,0.006865,68,22,153,7,0.7555555555555555,0.9066666666666666,0.8242424242424242,0.12571428571428572,7,250,1001,0.0010060570931713989,0.001490444860582856,0.14654873899073545,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_01_hover_Roll_bias_W30_N8_mean1.5x_detection.csv,/home/tchowdh4/sensor_recovery_project/figures/attack_detection_v9_corrected/baseline_01_hover_Roll_bias_W30_N8_mean1.5x.png
