x,Baseline,Axis,AttackType,AttackMagnitude,AttackActive,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,Residual_Roll,AbsResidual_Roll,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,WindowRule,W,N,RollingMeanMultiplier,AlignmentOffset,PredictionColumn,CleanFile,PredictionFile,Roll_component_true_future,Roll_component_original_hybrid,Roll_component_arx,Roll_component_naive,Roll_component_cv,Phase5B_PredictionFile,XKF1_TimeUS,XKF1_VN,XKF1_VE,XKF1_VD,XKF1_GX,XKF1_GY,XKF1_GZ,XKF1_Roll,XKF1_Pitch,XKF1_Yaw,Phase5B_XKF1File,horizontal_speed,accel_proxy,gyro_proxy,flight_context,w_naive_adaptive,w_cv_adaptive,w_arx_adaptive,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,AttackedError_Roll_Phase5B,OriginalV9RecoveredError_Roll_Phase5B,AdaptiveV9RecoveredError_Roll_Phase5B
1.000433,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.1058796271681785,0.1058796271681785,0.1104806270450353,-0.0046009998768568,0.0046009998768568,0.010307,0,0.0,0.0029362980648875,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.1092900335788726,0.1104806270450353,0.1038008275996402,0.1058796271681785,0.112958088517189,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,70944944.0,-0.005443282728670371,0.007312022366740941,-0.4091282756138248,0.03,0.03,-0.03,0.12,0.10684873949579834,354.4931512605042,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.00911564577832865,0.003925854648812035,0.05196152422706632,hover,0.8,0.1,0.1,0.10637959334622574,0.1058796271681785,0.1058796271681785,0.0,0.0,0.0
1.100393,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.1092900335788726,0.1092900335788726,0.1115067977458237,-0.0022167641669511,0.0022167641669511,0.010307,0,0.0,0.002695328593254,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.1146807372570037,0.1115067977458237,0.1048254015662467,0.1092900335788726,0.1127004399895666,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,71444744.0,0.004232033958048048,-0.004996052114566852,-1.1513885444953662,0.03,0.03,-0.03,-0.08,-0.08346638655462177,354.5,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.006547568109881694,0.01565568428481208,0.05196152422706632,hover,0.8,0.1,0.1,0.10918461101867942,0.1092900335788726,0.1092900335788726,0.0,0.0,0.0
1.200353,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.1146807372570037,0.1146807372570037,0.1181846946477889,-0.0035039573907851,0.0035039573907851,0.010307,0,0.0,0.0027814068645238,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.1163345500826835,0.1181846946477889,0.1158485949657731,0.1146807372570037,0.1200714409351348,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,71944544.0,0.00792187998587844,-0.009906684150214928,-1.5701981672719747,0.03,0.03,-0.03,0.153781512605042,0.13,354.5,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.012684580141367748,0.006142415705455703,0.05196152422706632,hover,0.8,0.1,0.1,0.11533659339569376,0.1146807372570037,0.1146807372570037,0.0,0.0,0.0
1.300313,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.1163345500826835,0.1163345500826835,0.1174095284193753,-0.0010749783366918,0.0010749783366918,0.010307,0,0.0,0.0028586149215697,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.1094492450356483,0.1174095284193753,0.1117653724835746,0.1163345500826835,0.1179883629083632,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,72445177.0,0.00017674754530499728,0.0004583615289049939,-2.0842181318948247,0.03,0.03,-0.03,0.22409663865546225,0.2,354.5,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.0004912585734126841,0.012939136310135452,0.05196152422706632,hover,0.8,0.1,0.1,0.11604301360534058,0.1163345500826835,0.1163345500826835,0.0,0.0,0.0
1.400273,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.1094492450356483,0.1094492450356483,0.1049737967550754,0.0044754482805729,0.0044754482805729,0.010307,0,0.0,0.0032520115375518,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.1026597172021865,0.1049737967550754,0.0999215912429283,0.1094492450356483,0.1025639399886131,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,72944977.0,-0.007597037412993132,0.011243001530494732,-2.492515031029196,0.03,0.03,-0.03,0.2144117647058823,0.18,352.62,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.013569084746921005,0.013294366947762188,0.05196152422706632,hover,0.8,0.1,0.1,0.10780794915167279,0.1094492450356483,0.1094492450356483,0.0,0.0,0.0
1.500233,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.1026597172021865,0.1026597172021865,0.0982465241104363,0.0044131930917502,0.0044131930917502,0.010307,0,0.0,0.0035554710775613,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.0932501107454299,0.0982465241104363,0.096439841823033,0.1026597172021865,0.0958701893687247,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,73444777.0,-0.011161742258441276,0.01675545697358722,-2.5318311853569098,0.03,0.03,-0.03,0.21,0.18,352.66,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.020132804788146292,0.006564623800892285,0.05196152422706632,hover,0.8,0.1,0.1,0.10135877688092498,0.1026597172021865,0.1026597172021865,0.0,0.0,0.0
1.600193,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.0932501107454299,0.0932501107454299,0.0871338665485381,0.0061162441968918,0.0061162441968918,0.010307,0,0.0,0.0038322802633046,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.0865317657589912,0.0871338665485381,0.084890140379744,0.0932501107454299,0.0838405042886732,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,73944577.0,-0.013641721349866902,0.020446323656610026,-2.4884154175509923,0.03,0.03,-0.03,0.2,0.18495798319327728,352.65,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.024579436780737374,0.004446660900693468,0.05196152422706632,hover,0.8,0.1,0.1,0.09147315306318564,0.0932501107454299,0.0932501107454299,0.0,0.0,0.0
1.700153,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.0865317657589912,0.0865317657589912,0.082164841517806,0.0043669242411852,0.0043669242411852,0.010307,0,0.0,0.003886487558484,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.0809063091874122,0.082164841517806,0.0831042618803381,0.0865317657589912,0.0798134207725525,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,74445210.0,-0.01380560061495213,0.02012979033003952,-2.4670841268130714,0.03,0.03,-0.03,0.21,0.19464285714285723,352.65,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.02440907755469099,0.00035644040224792694,0.05196152422706632,hover,0.8,0.1,0.1,0.08551718087248202,0.0865317657589912,0.0865317657589912,0.0,0.0,0.0
1.800113,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.0809063091874122,0.0809063091874122,0.0772497624158858,0.0036565467715264,0.0036565467715264,0.010307,0,0.0,0.0039656468108296,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.0783687308430671,0.0772497624158858,0.0777237513574902,0.0809063091874122,0.0752808526158332,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,74945010.0,-0.014549646968757587,0.02135471692856615,-2.4682163200458556,0.03,0.03,-0.03,0.21567226890756303,0.19,352.64,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.025840204372540605,0.0014331957815976197,0.05196152422706632,hover,0.8,0.1,0.1,0.08002550774726211,0.0809063091874122,0.0809063091874122,0.0,0.0,0.0
1.900073,baseline_05_mixed_maneuver,Roll,bias,0.041228,0,0.0783687308430671,0.0783687308430671,0.0767193049192427,0.0016494259238244,0.0016494259238244,0.010307,0,0.0,0.0036074482277035,0,0,0,W10_N3_mean1x,10,3,1.0,1909,Roll_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,0.0752075985074043,0.0767193049192427,0.0770248159331202,0.0783687308430671,0.075831152498722,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,75444810.0,-0.014079349565499688,0.02035982376199303,-2.472520469617443,0.03,0.03,-0.03,0.19,0.16401260504201692,352.65,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,0.024753797846127617,0.0011004508441566179,0.05196152422706632,hover,0.8,0.1,0.1,0.0779805815176379,0.0783687308430671,0.0783687308430671,0.0,0.0,0.0
