x,Baseline,Axis,AttackType,AttackActive,AbsResidual,Threshold_static_global,PointExceed_static_global,WindowCount_static_global,WindowDetection_static_global,Threshold_scenario_specific,PointExceed_scenario_specific,WindowCount_scenario_specific,WindowDetection_scenario_specific,Threshold_yaw_static_global,PointExceed_yaw_static_global,WindowCount_yaw_static_global,WindowDetection_yaw_static_global
5.800179,baseline_03_forward_motion,Yaw,ramp,0,5.493164064773737e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
5.900139,baseline_03_forward_motion,Yaw,ramp,0,5.493164064773737e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.000099,baseline_03_forward_motion,Yaw,ramp,0,9.61303711619621e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.100059,baseline_03_forward_motion,Yaw,ramp,0,4.119873045738132e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.200019,baseline_03_forward_motion,Yaw,ramp,0,4.1198730514224735e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.299979,baseline_03_forward_motion,Yaw,ramp,0,8.239746097160605e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.399939,baseline_03_forward_motion,Yaw,ramp,0,0.0001098632812954,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.499899,baseline_03_forward_motion,Yaw,ramp,0,2.7465820267025265e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.599859,baseline_03_forward_motion,Yaw,ramp,0,9.613037104827526e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.699819,baseline_03_forward_motion,Yaw,ramp,0,2.7465820323868684e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.799779,baseline_03_forward_motion,Yaw,ramp,1,5.493164064773737e-05,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
6.899739,baseline_03_forward_motion,Yaw,ramp,1,0.0002044697776,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.000532,baseline_03_forward_motion,Yaw,ramp,1,0.0004089395551432,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.100492,baseline_03_forward_motion,Yaw,ramp,1,0.0010528624576409,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.200452,baseline_03_forward_motion,Yaw,ramp,1,0.0012298664149739,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.300412,baseline_03_forward_motion,Yaw,ramp,1,0.0014206032824404,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.400372,baseline_03_forward_motion,Yaw,ramp,1,0.0016113401497932,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.500332,baseline_03_forward_motion,Yaw,ramp,1,0.0019668719390892,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.600292,baseline_03_forward_motion,Yaw,ramp,1,0.002226273357337,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.700252,baseline_03_forward_motion,Yaw,ramp,1,0.0023346127637751,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.800212,baseline_03_forward_motion,Yaw,ramp,1,0.0026489458226706,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
7.900172,baseline_03_forward_motion,Yaw,ramp,1,0.0029632788814524,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
8.000132,baseline_03_forward_motion,Yaw,ramp,1,0.0031265499285382,0.013596,0,0.0,0,0.00305,1,1.0,0,0.013596,0,0.0,0
8.100092,baseline_03_forward_motion,Yaw,ramp,1,0.0033859513467859,0.013596,0,0.0,0,0.00305,1,2.0,0,0.013596,0,0.0,0
8.200052,baseline_03_forward_motion,Yaw,ramp,1,0.0036590856749967,0.013596,0,0.0,0,0.00305,1,3.0,1,0.013596,0,0.0,0
8.300012,baseline_03_forward_motion,Yaw,ramp,1,0.0040832820151877,0.013596,0,0.0,0,0.00305,1,4.0,1,0.013596,0,0.0,0
8.399972,baseline_03_forward_motion,Yaw,ramp,1,0.0043426834333786,0.013596,0,0.0,0,0.00305,1,5.0,1,0.013596,0,0.0,0
8.499932,baseline_03_forward_motion,Yaw,ramp,1,0.0047256810429985,0.013596,0,0.0,0,0.00305,1,6.0,1,0.013596,0,0.0,0
8.599892,baseline_03_forward_motion,Yaw,ramp,1,0.004943883730732,0.013596,0,0.0,0,0.00305,1,7.0,1,0.013596,0,0.0,0
8.699852,baseline_03_forward_motion,Yaw,ramp,1,0.0052994155199712,0.013596,0,0.0,0,0.00305,1,8.0,1,0.013596,0,0.0,0
8.799812,baseline_03_forward_motion,Yaw,ramp,1,0.0055725498483525,0.013596,0,0.0,0,0.00305,1,9.0,1,0.013596,0,0.0,0
8.899772,baseline_03_forward_motion,Yaw,ramp,1,0.0058456841766769,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
8.999732,baseline_03_forward_motion,Yaw,ramp,1,0.0061462843254389,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.100525,baseline_03_forward_motion,Yaw,ramp,1,0.0064743502944679,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.200485,baseline_03_forward_motion,Yaw,ramp,1,0.0064316276891531,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.300445,baseline_03_forward_motion,Yaw,ramp,1,0.0068420911190969,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.400405,baseline_03_forward_motion,Yaw,ramp,1,0.0072113558185264,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.500365,baseline_03_forward_motion,Yaw,ramp,1,0.0074844901468509,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.600325,baseline_03_forward_motion,Yaw,ramp,1,0.0077026928346413,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.700285,baseline_03_forward_motion,Yaw,ramp,1,0.0079071626121844,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.800245,baseline_03_forward_motion,Yaw,ramp,1,0.0081940298507561,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
9.900205,baseline_03_forward_motion,Yaw,ramp,1,0.0084946299993475,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.000165,baseline_03_forward_motion,Yaw,ramp,1,0.0087265655972714,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.100125,baseline_03_forward_motion,Yaw,ramp,1,0.0090546315663004,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.200085,baseline_03_forward_motion,Yaw,ramp,1,0.009300300074301,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.300045,baseline_03_forward_motion,Yaw,ramp,1,0.0096146331331965,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.400005,baseline_03_forward_motion,Yaw,ramp,1,0.0099015003716544,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.499965,baseline_03_forward_motion,Yaw,ramp,1,0.0101883676101692,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.599925,baseline_03_forward_motion,Yaw,ramp,1,0.0104065702979028,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.699885,baseline_03_forward_motion,Yaw,ramp,1,0.0107346362668749,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.799845,baseline_03_forward_motion,Yaw,ramp,1,0.0109803047749323,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.899805,baseline_03_forward_motion,Yaw,ramp,1,0.0112671720134471,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
10.999765,baseline_03_forward_motion,Yaw,ramp,1,0.0115128405215045,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
11.099725,baseline_03_forward_motion,Yaw,ramp,1,0.0118683723108574,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
11.200518,baseline_03_forward_motion,Yaw,ramp,1,0.0120453762680199,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
11.300478,baseline_03_forward_motion,Yaw,ramp,1,0.0124970384284779,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
11.400438,baseline_03_forward_motion,Yaw,ramp,1,0.0130722967801943,0.013596,0,0.0,0,0.00305,1,10.0,1,0.013596,0,0.0,0
11.500398,baseline_03_forward_motion,Yaw,ramp,1,0.0142792689992461,0.013596,1,1.0,0,0.00305,1,10.0,1,0.013596,1,1.0,0
11.600358,baseline_03_forward_motion,Yaw,ramp,1,0.0148957260815336,0.013596,1,2.0,0,0.00305,1,10.0,1,0.013596,1,2.0,0
11.700318,baseline_03_forward_motion,Yaw,ramp,1,0.0153061895114205,0.013596,1,3.0,1,0.00305,1,10.0,1,0.013596,1,3.0,1
11.800278,baseline_03_forward_motion,Yaw,ramp,1,0.0154694605585063,0.013596,1,4.0,1,0.00305,1,10.0,1,0.013596,1,4.0,1
11.900238,baseline_03_forward_motion,Yaw,ramp,1,0.0155915328751348,0.013596,1,5.0,1,0.00305,1,10.0,1,0.013596,1,5.0,1
12.000198,baseline_03_forward_motion,Yaw,ramp,1,0.0157410710120871,0.013596,1,6.0,1,0.00305,1,10.0,1,0.013596,1,6.0,1
12.100158,baseline_03_forward_motion,Yaw,ramp,1,0.0159318078794967,0.013596,1,7.0,1,0.00305,1,10.0,1,0.013596,1,7.0,1
12.200118,baseline_03_forward_motion,Yaw,ramp,1,0.0162736067586592,0.013596,1,8.0,1,0.00305,1,10.0,1,0.013596,1,8.0,1
12.300078,baseline_03_forward_motion,Yaw,ramp,1,0.0164231448956115,0.013596,1,9.0,1,0.00305,1,10.0,1,0.013596,1,9.0,1
12.400038,baseline_03_forward_motion,Yaw,ramp,1,0.016723745044203,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
12.499998,baseline_03_forward_motion,Yaw,ramp,1,0.0168870160914025,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
12.599958,baseline_03_forward_motion,Yaw,ramp,1,0.0171189516892695,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
12.699918,baseline_03_forward_motion,Yaw,ramp,1,0.0173783531074604,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
12.799878,baseline_03_forward_motion,Yaw,ramp,1,0.0175141583342792,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
12.899838,baseline_03_forward_motion,Yaw,ramp,1,0.0178559572133849,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
12.999798,baseline_03_forward_motion,Yaw,ramp,1,0.018005495350394,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
13.099758,baseline_03_forward_motion,Yaw,ramp,1,0.0183610271396901,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
13.199718,baseline_03_forward_motion,Yaw,ramp,1,0.0186478943782049,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
13.300511,baseline_03_forward_motion,Yaw,ramp,1,0.0189072957964526,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
13.400471,baseline_03_forward_motion,Yaw,ramp,1,0.0190568339332912,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
13.500431,baseline_03_forward_motion,Yaw,ramp,1,0.0192887695312151,0.013596,1,10.0,1,0.00305,1,10.0,1,0.013596,1,10.0,1
13.600391,baseline_03_forward_motion,Yaw,ramp,0,0.0009201049804232,0.013596,0,9.0,1,0.00305,0,9.0,1,0.013596,0,9.0,1
13.700351,baseline_03_forward_motion,Yaw,ramp,0,0.0010437011718522,0.013596,0,8.0,1,0.00305,0,8.0,1,0.013596,0,8.0,1
13.800311,baseline_03_forward_motion,Yaw,ramp,0,0.000975036621071,0.013596,0,7.0,1,0.00305,0,7.0,1,0.013596,0,7.0,1
13.900271,baseline_03_forward_motion,Yaw,ramp,0,0.0009887695312045,0.013596,0,6.0,1,0.00305,0,6.0,1,0.013596,0,6.0,1
14.000231,baseline_03_forward_motion,Yaw,ramp,0,0.0010437011718522,0.013596,0,5.0,1,0.00305,0,5.0,1,0.013596,0,5.0,1
14.100191,baseline_03_forward_motion,Yaw,ramp,0,0.0008789062499658,0.013596,0,4.0,1,0.00305,0,4.0,1,0.013596,0,4.0,1
14.200151,baseline_03_forward_motion,Yaw,ramp,0,0.0009063720702897,0.013596,0,3.0,1,0.00305,0,3.0,1,0.013596,0,3.0,1
14.300111,baseline_03_forward_motion,Yaw,ramp,0,0.0009201049804232,0.013596,0,2.0,0,0.00305,0,2.0,0,0.013596,0,2.0,0
14.400071,baseline_03_forward_motion,Yaw,ramp,0,0.0007415771484033,0.013596,0,1.0,0,0.00305,0,1.0,0,0.013596,0,1.0,0
14.500031,baseline_03_forward_motion,Yaw,ramp,0,0.0008102416991846,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
14.599991,baseline_03_forward_motion,Yaw,ramp,0,0.000851440429642,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
14.699951,baseline_03_forward_motion,Yaw,ramp,0,0.0007690429687272,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
14.799911,baseline_03_forward_motion,Yaw,ramp,0,0.0008102416992414,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
14.899871,baseline_03_forward_motion,Yaw,ramp,0,0.0008926391601562,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
14.999831,baseline_03_forward_motion,Yaw,ramp,0,0.000727844238213,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.099791,baseline_03_forward_motion,Yaw,ramp,0,0.000823974609375,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.199751,baseline_03_forward_motion,Yaw,ramp,0,0.0007278442382698,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.300544,baseline_03_forward_motion,Yaw,ramp,0,0.0006729125976789,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.400504,baseline_03_forward_motion,Yaw,ramp,0,0.0006042480468408,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.500464,baseline_03_forward_motion,Yaw,ramp,0,0.0006454467772982,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.600424,baseline_03_forward_motion,Yaw,ramp,0,0.0006454467772982,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.700384,baseline_03_forward_motion,Yaw,ramp,0,0.000700378417946,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.800344,baseline_03_forward_motion,Yaw,ramp,0,0.0007415771484033,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
15.900304,baseline_03_forward_motion,Yaw,ramp,0,0.000700378417946,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.000264,baseline_03_forward_motion,Yaw,ramp,0,0.0007141113280795,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.100224,baseline_03_forward_motion,Yaw,ramp,0,0.0006317138671647,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.200184,baseline_03_forward_motion,Yaw,ramp,0,0.0006454467772982,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.300144,baseline_03_forward_motion,Yaw,ramp,0,0.0006454467772982,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.400104,baseline_03_forward_motion,Yaw,ramp,0,0.0005905151366505,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.500064,baseline_03_forward_motion,Yaw,ramp,0,0.0005905151367073,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.600024,baseline_03_forward_motion,Yaw,ramp,0,0.0005081176757357,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.699984,baseline_03_forward_motion,Yaw,ramp,0,0.00054931640625,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.799944,baseline_03_forward_motion,Yaw,ramp,0,0.0004943847656022,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.899904,baseline_03_forward_motion,Yaw,ramp,0,0.0005081176757357,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
16.999864,baseline_03_forward_motion,Yaw,ramp,0,0.0005355834961164,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.099824,baseline_03_forward_motion,Yaw,ramp,0,0.0005355834961164,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.199784,baseline_03_forward_motion,Yaw,ramp,0,0.000425720214821,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.299744,baseline_03_forward_motion,Yaw,ramp,0,0.0003982543945539,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.400537,baseline_03_forward_motion,Yaw,ramp,0,0.0005355834960596,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.500497,baseline_03_forward_motion,Yaw,ramp,0,0.000576782226517,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.600457,baseline_03_forward_motion,Yaw,ramp,0,0.0005218505858692,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.700417,baseline_03_forward_motion,Yaw,ramp,0,0.000425720214821,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
17.800377,baseline_03_forward_motion,Yaw,ramp,0,0.0003707885741732,0.013596,0,0.0,0,0.00305,0,0.0,0,0.013596,0,0.0,0
