x,AttackActive,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,Residual_Roll,AbsResidual_Roll,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,Baseline,AttackAxis,AttackType,WindowRule,PredictionFile,PredictionColumn
5.199586,0,0.1411632746458053,0.1411632746458053,0.1130770174760886,0.028086257169716702,0.028086257169716702,0.006861,1,7.0,0.014442344752560229,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.299546,0,0.1428813636302948,0.1428813636302948,0.1134793116523872,0.0294020519779076,0.0294020519779076,0.006861,1,8.0,0.01683489343012582,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.399506,0,0.144520029425621,0.144520029425621,0.106287196905855,0.038232832519766,0.038232832519766,0.006861,1,9.0,0.020273140500336972,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.499466,0,0.146172821521759,0.146172821521759,0.10644749081338,0.03972533070837901,0.03972533070837901,0.006861,1,10.0,0.023868429226012844,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.599426,0,0.1478680968284607,0.1478680968284607,0.1061648686261849,0.04170322820227579,0.04170322820227579,0.006861,1,10.0,0.026873992683011754,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.699386,0,0.1496014446020126,0.1496014446020126,0.1022811321424156,0.047320312459597,0.047320312459597,0.006861,1,10.0,0.030327373553705905,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.799346,0,0.1512064337730407,0.1512064337730407,0.1017521802711057,0.04945425350193498,0.04945425350193498,0.006861,1,10.0,0.034187908110816956,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.899306,0,0.152849867939949,0.152849867939949,0.0992173981896349,0.053632469750314105,0.053632469750314105,0.006861,1,10.0,0.037346682376305375,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
5.999266,0,0.1544181704521179,0.1544181704521179,0.0999434974164067,0.054474673035711185,0.054474673035711185,0.006861,1,10.0,0.0409310821774828,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
6.099226,0,0.1559321135282516,0.1559321135282516,0.1054179538529547,0.05051415967529689,0.05051415967529689,0.006861,1,10.0,0.04325455690008993,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
6.199186,0,0.1574532687664032,0.1574532687664032,0.0941531528003019,0.0633001159661013,0.0633001159661013,0.006861,1,10.0,0.04677594277972839,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
6.299979,0,0.1589623093605041,0.1589623093605041,0.0977068485011022,0.061255460859401895,0.061255460859401895,0.006861,1,10.0,0.04996128366787782,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
6.399939,0,0.1603793501853943,0.1603793501853943,0.1013191025721989,0.059060247613195394,0.059060247613195394,0.006861,1,10.0,0.05204402517722075,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
6.499899,0,0.1616920083761215,0.1616920083761215,0.0992086601157689,0.062483348260352595,0.062483348260352595,0.006861,1,10.0,0.05431982693241812,1,1,1,baseline_02_high_altitude_hover,Roll,pulse,W10_N3_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
