x,AttackActive,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,Residual_Roll,AbsResidual_Roll,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,Baseline,AttackAxis,AttackType,WindowRule,PredictionFile,PredictionColumn
1.400273,0,0.0730559378862381,0.0730559378862381,0.0836787000394326,-0.010622762153194507,0.010622762153194507,0.006821,1,12.0,0.012827303511480065,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.500233,0,0.0743893682956695,0.0743893682956695,0.0863966762171855,-0.012007307921515997,0.012007307921515997,0.006821,1,13.0,0.012772637138815794,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.600193,0,0.0758361741900444,0.0758361741900444,0.0954271941838428,-0.019591019993798392,0.019591019993798392,0.006821,1,14.0,0.013198786067252206,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.700153,0,0.0775045827031135,0.0775045827031135,0.0920651255010674,-0.014560542797953893,0.014560542797953893,0.006821,1,15.0,0.013278889404352305,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.800113,0,0.0791041851043701,0.0791041851043701,0.0870252947138073,-0.00792110960943719,0.00792110960943719,0.006821,1,16.0,0.012981234971301466,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.900073,0,0.0805863589048385,0.0805863589048385,0.0927046020428559,-0.01211824313801739,0.01211824313801739,0.006821,1,17.0,0.01293581434849704,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.000033,0,0.0821180045604705,0.0821180045604705,0.0900118351156391,-0.007893830555168596,0.007893830555168596,0.006821,1,18.0,0.012683715158830619,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.099993,0,0.0835601463913917,0.0835601463913917,0.0907779878442545,-0.007217841452862805,0.007217841452862805,0.006821,1,19.0,0.012423435458546437,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.200786,0,0.0850448757410049,0.0850448757410049,0.0938484470477059,-0.008803571306700994,0.008803571306700994,0.006821,1,20.0,0.012258896178917096,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.300746,0,0.0864481106400489,0.0864481106400489,0.0918808181785185,-0.005432707538469597,0.005432707538469597,0.006821,0,20.0,0.01196210536846286,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.400706,0,0.087836742401123,0.087836742401123,0.0868302751758952,0.0010064672252278056,0.0010064672252278056,0.006821,0,20.0,0.011505620445828065,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.500666,0,0.0891416147351265,0.0891416147351265,0.0854811917647007,0.003660422970425792,0.003660422970425792,0.006821,0,20.0,0.011191812546811975,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.600626,0,0.090643398463726,0.090643398463726,0.0841869577673578,0.006456440696368207,0.006456440696368207,0.006821,0,20.0,0.011009682860256444,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.700586,0,0.0923163071274757,0.0923163071274757,0.080620764879956,0.011695542247519702,0.011695542247519702,0.006821,1,21.0,0.011035085059784714,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.800546,0,0.0936833098530769,0.0936833098530769,0.083211175099044,0.0104721347540329,0.0104721347540329,0.006821,1,22.0,0.011014979691722148,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
2.900506,0,0.095479317009449,0.095479317009449,0.0776821329398306,0.017797184069618402,0.017797184069618402,0.006821,1,23.0,0.011248848808201331,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.000466,0,0.0971561223268508,0.0971561223268508,0.0783437986806747,0.01881232364617609,0.01881232364617609,0.006821,1,24.0,0.011500964636133822,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.100426,0,0.0987776294350624,0.0987776294350624,0.0795149672848258,0.0192626621502366,0.0192626621502366,0.006821,1,25.0,0.011991640290127671,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.200386,0,0.1005298942327499,0.1005298942327499,0.0762377090054851,0.024292185227264798,0.024292185227264798,0.006821,1,25.0,0.012399236101282633,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.300346,0,0.1024544313549995,0.1024544313549995,0.0776517811862875,0.024802650168711998,0.024802650168711998,0.006821,1,25.0,0.012826043778012906,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.400306,0,0.1041057482361793,0.1041057482361793,0.0833576971602055,0.0207480510759738,0.0207480510759738,0.006821,1,25.0,0.012951971847189166,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
3.500266,0,0.10588338971138,0.10588338971138,0.0757166619618209,0.0301667277495591,0.0301667277495591,0.006821,1,25.0,0.013342150060820093,1,1,1,baseline_03_forward_motion,Roll,bias,W30_N8_mean1.5x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
