x,AttackActive,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,Residual_Roll,AbsResidual_Roll,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,Baseline,AttackAxis,AttackType,WindowRule,PredictionFile,PredictionColumn
0.09996,0,0.0658983886241912,0.0658983886241912,0.1016504613159245,-0.035752072691733305,0.035752072691733305,0.006865,1,1.0,0.035752072691733305,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.19992,0,0.0656150504946708,0.0656150504946708,0.0944933953041651,-0.028878344809494305,0.028878344809494305,0.006865,1,2.0,0.032315208750613805,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.29988,0,0.0655038431286811,0.0655038431286811,0.100125164647022,-0.034621321518340895,0.034621321518340895,0.006865,1,3.0,0.03308391300652284,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.39984,0,0.0657210946083068,0.0657210946083068,0.0956764921524934,-0.029955397544186593,0.029955397544186593,0.006865,1,4.0,0.032301784140938775,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.4998,0,0.0656589791178703,0.0656589791178703,0.0946690713731252,-0.029010092255254902,0.029010092255254902,0.006865,1,5.0,0.031643445763802,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.59976,0,0.0662266761064529,0.0662266761064529,0.1001064502103127,-0.0338797741038598,0.0338797741038598,0.006865,1,6.0,0.032016167153811635,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.69972,0,0.0666737556457519,0.0666737556457519,0.0958744555094219,-0.029200699863670007,0.029200699863670007,0.006865,1,7.0,0.03161395754093426,0,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.79968,0,0.0672934353351593,0.0672934353351593,0.0959597038568284,-0.02866626852166909,0.02866626852166909,0.006865,1,8.0,0.031245496413526114,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.89964,0,0.0681056976318359,0.0681056976318359,0.0908062940832631,-0.022700596451427205,0.022700596451427205,0.006865,1,9.0,0.03029606308440401,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
0.9996,0,0.069250538945198,0.069250538945198,0.0808915157051705,-0.011640976759972499,0.011640976759972499,0.006865,1,10.0,0.02843055445196086,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.09956,0,0.0702169612050056,0.0702169612050056,0.078862415426217,-0.008645454221211393,0.008645454221211393,0.006865,1,11.0,0.02663190897643818,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.19952,0,0.0714462921023368,0.0714462921023368,0.084840423250238,-0.013394131147901195,0.013394131147901195,0.006865,1,12.0,0.0255287608240601,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.29948,0,0.0724905505776405,0.0724905505776405,0.0830228444832139,-0.010532293905573392,0.010532293905573392,0.006865,1,13.0,0.024375186445714965,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
1.39944,0,0.0736722722649574,0.0736722722649574,0.0869100600041953,-0.013237787739237894,0.013237787739237894,0.006865,1,14.0,0.02357965796668089,1,1,1,baseline_01_hover,Roll,pulse,W30_N8_mean1x,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,Roll_hybrid_prediction
