time_sec,baseline_file,target,true_future,hybrid_prediction,hybrid_residual,hybrid_abs_residual,naive_prediction,naive_residual,naive_abs_residual,constant_velocity_prediction,constant_velocity_residual,constant_velocity_abs_residual,arx_prediction,arx_residual,arx_abs_residual
91.100212,baseline_03_forward_motion,Yaw,352.86279296875,352.8642822265625,-0.0014892578125227374,0.0014892578125227374,,,,,,,352.8667648038798,-0.0039718351297892696,0.0039718351297892696
91.200172,baseline_03_forward_motion,Yaw,352.8591003417969,352.8625183105469,-0.00341796875,0.00341796875,,,,,,,352.86704136004727,-0.007941018250392062,0.007941018250392062
91.300132,baseline_03_forward_motion,Yaw,352.856689453125,352.857438659668,-0.0007492065429914874,0.0007492065429914874,,,,,,,352.861471431003,-0.004781977877996724,0.004781977877996724
91.400092,baseline_03_forward_motion,Yaw,352.8587646484375,352.85560455322263,0.0031600952148664874,0.0031600952148664874,,,,,,,352.8563560252776,0.0024086231599085295,0.0024086231599085295
91.500052,baseline_03_forward_motion,Yaw,352.8616943359375,352.85969848632817,0.0019958496093295253,0.0019958496093295253,,,,,,,352.8609038940141,0.0007904419234137094,0.0007904419234137094
91.600012,baseline_03_forward_motion,Yaw,352.86236572265625,352.86301269531253,-0.000646972656284106,0.000646972656284106,,,,,,,352.86549999704295,-0.003134274386695779,0.003134274386695779
91.699972,baseline_03_forward_motion,Yaw,352.8595275878906,352.8626678466797,-0.0031402587890738687,0.0031402587890738687,,,,,,,352.8655988918777,-0.006071303987084775,0.006071303987084775
91.800765,baseline_03_forward_motion,Yaw,352.857666015625,352.85825042724616,-0.0005844116211619621,0.0005844116211619621,,,,,,,352.8613412588111,-0.003675243186080479,0.003675243186080479
91.900725,baseline_03_forward_motion,Yaw,352.8592529296875,352.8568283081055,0.0024246215820085126,0.0024246215820085126,,,,,,,352.8574456648095,0.0018072648779821066,0.0018072648779821066
92.000685,baseline_03_forward_motion,Yaw,352.861328125,352.85996704101564,0.0013610839843636313,0.0013610839843636313,,,,,,,352.86319490581946,-0.0018667808194550162,0.0018667808194550162
92.100645,baseline_03_forward_motion,Yaw,352.8605041503906,352.86226196289067,-0.0017578125000454747,0.0017578125000454747,,,,,,,352.8654667878619,-0.004962637471294329,0.004962637471294329
92.200605,baseline_03_forward_motion,Yaw,352.8599853515625,352.86013336181645,-0.00014801025395172474,0.00014801025395172474,,,,,,,352.86289895245125,-0.0029136008887462594,0.0029136008887462594
92.300565,baseline_03_forward_motion,Yaw,352.8618469238281,352.8597518920899,0.0020950317382357753,0.0020950317382357753,,,,,,,352.8608864166202,0.0009605072079352794,0.0009605072079352794
92.400525,baseline_03_forward_motion,Yaw,352.86358642578125,352.8626846313477,0.000901794433559644,0.000901794433559644,,,,,,,352.866849438707,-0.0032630129257427143,0.0032630129257427143
92.500485,baseline_03_forward_motion,Yaw,352.8617248535156,352.86436920166017,-0.0026443481445426187,0.0026443481445426187,,,,,,,352.8671975431293,-0.0054726896136685355,0.0054726896136685355
