input_detection_file,prediction_file,xkf1_file,output_csv,target,baseline,n_rows,detected_count,attack_active_count,clean_col,attacked_col,original_v9_col,adaptive_prediction_col,original_recovered_col,adaptive_recovered_col,comparison_plot,error_plot,weight_plot,context_plot,attacked_rmse,attacked_mae,attacked_max_abs_error,original_v9_recovered_rmse,original_v9_recovered_mae,original_v9_recovered_max_abs_error,adaptive_v9_recovered_rmse,adaptive_v9_recovered_mae,adaptive_v9_recovered_max_abs_error,original_improvement_over_attacked_rmse_percent,adaptive_improvement_over_attacked_rmse_percent,adaptive_improvement_over_original_rmse_percent,adaptive_better_than_original_rmse
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Roll_pulse_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_pulse_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_02_high_altitude_hover,282,14,14,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_pulse_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_pulse_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_pulse_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_pulse_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.012229730026073278,0.0027249361702127656,0.054888000000000006,0.0010241944126034872,0.00019586684823878964,0.008325416932332505,0.00015754558214915019,3.007135845439881e-05,0.0012790360649163612,91.62537185677897,98.71178201143222,84.61760968323664,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_02_high_altitude_hover_Roll_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_02_high_altitude_hover_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_02_high_altitude_hover_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_ramp_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_02_high_altitude_hover,282,68,85,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_ramp_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_ramp_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_ramp_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_02_high_altitude_hover_Roll_ramp_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.013087348355258372,0.0062040957446808384,0.04116600000000001,0.0016294379727964776,0.0006029439794042906,0.008325416932332505,0.0011460478168880642,0.00030291606808321964,0.007841142857142797,87.54951783535444,91.24308617927487,29.66606670389597,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_03_forward_motion_Pitch_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_03_forward_motion_Pitch_bias_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Pitch,baseline_03_forward_motion,227,68,68,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,AdaptiveV9PredictedFuture_Pitch_Phase5B,OriginalV9RecoveredFuture_Pitch_Phase5B,AdaptiveV9RecoveredFuture_Pitch_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_bias_W10_N3_mean1x_detection_phase5b_recovery_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_bias_W10_N3_mean1x_detection_phase5b_error_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_bias_W10_N3_mean1x_detection_phase5b_weight_trace_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_bias_W10_N3_mean1x_detection_phase5b_context_Pitch.png,0.03544446029549281,0.019399471365638764,0.06476000000000001,0.0036948157169747185,0.0015382393048483055,0.0175595648114253,0.002410781864357977,0.0009653544012225124,0.011634752510701729,89.57575969228523,93.19842411406519,34.75231110221911,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_03_forward_motion_Pitch_pulse_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_03_forward_motion_Pitch_pulse_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Pitch,baseline_03_forward_motion,227,13,10,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,AdaptiveV9PredictedFuture_Pitch_Phase5B,OriginalV9RecoveredFuture_Pitch_Phase5B,AdaptiveV9RecoveredFuture_Pitch_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_pulse_W10_N3_mean1x_detection_phase5b_recovery_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_pulse_W10_N3_mean1x_detection_phase5b_error_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_pulse_W10_N3_mean1x_detection_phase5b_weight_trace_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_pulse_W10_N3_mean1x_detection_phase5b_context_Pitch.png,0.027184660095233706,0.005705726872246695,0.12952000000000002,0.0029985950530870115,0.000680246730689304,0.0175595648114253,0.0019973588828461532,0.00045288230733905193,0.011634752510701729,88.96953266076424,92.65262513546621,33.390176149663816,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_03_forward_motion_Pitch_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_03_forward_motion_Pitch_ramp_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Pitch,baseline_03_forward_motion,227,54,68,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,AdaptiveV9PredictedFuture_Pitch_Phase5B,OriginalV9RecoveredFuture_Pitch_Phase5B,AdaptiveV9RecoveredFuture_Pitch_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_ramp_W10_N3_mean1x_detection_phase5b_recovery_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_ramp_W10_N3_mean1x_detection_phase5b_error_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_ramp_W10_N3_mean1x_detection_phase5b_weight_trace_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Pitch_ramp_W10_N3_mean1x_detection_phase5b_context_Pitch.png,0.030810126723826475,0.014549603524229064,0.09714000000000002,0.00457160742494274,0.0019987724486141443,0.01884805970149249,0.0036528685183243267,0.001495218292297618,0.01884805970149249,85.16199733314512,88.14393543049128,20.0966273176862,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_03_forward_motion_Roll_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_03_forward_motion_Roll_bias_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_03_forward_motion,227,68,68,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_bias_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_bias_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_bias_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_bias_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.01493308608249268,0.008173180616740088,0.027284000000000003,0.0010668675887624715,0.0004989940638078148,0.0057113057851787,0.0004958786461187176,0.0002256037546852638,0.0028566263521123403,92.85567910833079,96.67932908590089,53.5201320818154,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_03_forward_motion_Roll_pulse_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_03_forward_motion_Roll_pulse_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_03_forward_motion,227,10,10,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_pulse_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_pulse_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_pulse_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_pulse_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.011453154200715817,0.002403876651982378,0.054568000000000005,0.0004133984412176448,7.901702773362425e-05,0.003167645238943806,0.00020198621793266814,3.8275602243766604e-05,0.0015483713336564703,96.39052758765959,98.23641405334398,51.14006300127121,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_03_forward_motion_Roll_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_03_forward_motion_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_03_forward_motion_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_03_forward_motion_Roll_ramp_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_03_forward_motion,227,57,68,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_ramp_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_ramp_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_ramp_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_03_forward_motion_Roll_ramp_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.012980597553009274,0.006129885462555053,0.040926000000000004,0.0013627982075137528,0.0006083082816651901,0.00794086567164179,0.0010577438783712315,0.0003715074840848816,0.00794086567164179,89.50126754990707,91.85134679623424,22.384409332255657,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_05_mixed_maneuver_Pitch_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_bias_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Pitch,baseline_05_mixed_maneuver,477,143,143,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,AdaptiveV9PredictedFuture_Pitch_Phase5B,OriginalV9RecoveredFuture_Pitch_Phase5B,AdaptiveV9RecoveredFuture_Pitch_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_bias_W10_N3_mean1x_detection_phase5b_recovery_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_bias_W10_N3_mean1x_detection_phase5b_error_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_bias_W10_N3_mean1x_detection_phase5b_weight_trace_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_bias_W10_N3_mean1x_detection_phase5b_context_Pitch.png,0.021237638110673134,0.011628268343815511,0.03878800000000002,0.0012895936237607036,0.0005646857708317691,0.007069000974297607,0.0014944688285738578,0.0005608007648456488,0.011392033753632513,93.92779170150465,92.96311190168176,-15.886803488970322,False
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_05_mixed_maneuver_Pitch_pulse_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_pulse_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Pitch,baseline_05_mixed_maneuver,477,22,22,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,AdaptiveV9PredictedFuture_Pitch_Phase5B,OriginalV9RecoveredFuture_Pitch_Phase5B,AdaptiveV9RecoveredFuture_Pitch_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_pulse_W10_N3_mean1x_detection_phase5b_recovery_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_pulse_W10_N3_mean1x_detection_phase5b_error_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_pulse_W10_N3_mean1x_detection_phase5b_weight_trace_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_pulse_W10_N3_mean1x_detection_phase5b_context_Pitch.png,0.016660174022914483,0.003577928721174004,0.077576,0.00043479887968866677,7.374213317280275e-05,0.005187839269638089,0.00033647905294563896,5.046142732872387e-05,0.004815586336000405,97.39019004789121,97.98033890592714,22.612713908883272,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_05_mixed_maneuver_Pitch_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_ramp_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Pitch,baseline_05_mixed_maneuver,477,116,143,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,AdaptiveV9PredictedFuture_Pitch_Phase5B,OriginalV9RecoveredFuture_Pitch_Phase5B,AdaptiveV9RecoveredFuture_Pitch_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_ramp_W10_N3_mean1x_detection_phase5b_recovery_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_ramp_W10_N3_mean1x_detection_phase5b_error_comparison_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_ramp_W10_N3_mean1x_detection_phase5b_weight_trace_Pitch.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Pitch_ramp_W10_N3_mean1x_detection_phase5b_context_Pitch.png,0.01842468653593997,0.008721201257861624,0.058181999999999984,0.001944801028488975,0.0007609689009039325,0.013111436619718295,0.0021565455973700065,0.0008257426659254125,0.013111436619718295,89.44459095846561,88.29534715196723,-10.887724028280042,False
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_05_mixed_maneuver_Roll_bias_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_bias_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_05_mixed_maneuver,477,144,143,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_bias_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_bias_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_bias_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_bias_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.02257361410814768,0.012359756813417187,0.041228000000000015,0.0013818475752912043,0.0005518764737735765,0.011883309669792591,0.0011712029441915805,0.00045448270941202156,0.007013664365489669,93.87848322084834,94.811628574049,15.243695098226263,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_05_mixed_maneuver_Roll_pulse_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_pulse_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_05_mixed_maneuver,477,23,22,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_pulse_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_pulse_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_pulse_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_pulse_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.017708199819962828,0.003803002096436058,0.08245600000000002,0.0007121541982238118,0.00010751690871748083,0.011883309669792591,0.00035678468049637964,6.032000212342644e-05,0.0040184867803417235,95.97839302998499,97.9852007311654,49.90064211006008,True
/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/detection_csvs/baseline_05_mixed_maneuver_Roll_ramp_W10_N3_mean1x_detection.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_05_mixed_maneuver_ATT_trained_hybrid_prediction_outputs.csv,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,/home/tchowdh4/sensor_recovery_project/recovery_results_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_ramp_W10_N3_mean1x_detection_PHASE5B_ADAPTIVE_WEIGHTS.csv,Roll,baseline_05_mixed_maneuver,477,121,143,CleanFuture_Roll,AttackedFuture_Roll,V9PredictedFuture_Roll,AdaptiveV9PredictedFuture_Roll_Phase5B,OriginalV9RecoveredFuture_Roll_Phase5B,AdaptiveV9RecoveredFuture_Roll_Phase5B,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_ramp_W10_N3_mean1x_detection_phase5b_recovery_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_ramp_W10_N3_mean1x_detection_phase5b_error_comparison_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_ramp_W10_N3_mean1x_detection_phase5b_weight_trace_Roll.png,/home/tchowdh4/sensor_recovery_project/figures/recovery_v9_adaptive_weights/baseline_05_mixed_maneuver_Roll_ramp_W10_N3_mean1x_detection_phase5b_context_Roll.png,0.019583710851390455,0.00926981761006288,0.061841999999999994,0.0018468273376346278,0.0007074739645244241,0.011883309669792591,0.0017535272304715298,0.0006680764666372158,0.010887676056338003,90.56957411366446,91.04599100866,5.0519128270320355,True
