baseline,axis,attack_type,threshold_method,dynamic_method_detail,dynamic_note,W,N,TP,FP,TN,FN,precision,recall,f1,false_positive_rate,detection_delay_samples,n_eval_samples,input_segment_csv
baseline_03_forward_motion,Yaw,ramp,scenario_specific,,,10,3,54,7,152,14,0.8852459016393442,0.7941176470588235,0.8372093023255813,0.0440251572327044,14,227,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_03_forward_motion_Yaw_ramp_aligned_attacked_segment.csv
baseline_03_forward_motion,Yaw,ramp,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,19,7,152,49,0.7307692307692307,0.27941176470588236,0.4042553191489362,0.0440251572327044,49,227,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_03_forward_motion_Yaw_ramp_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,bias,static_global,,,10,3,109,7,251,2,0.9396551724137931,0.9819819819819819,0.960352422907489,0.027131782945736434,2,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_bias_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,bias,scenario_specific,,,10,3,109,7,251,2,0.9396551724137931,0.9819819819819819,0.960352422907489,0.027131782945736434,2,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_bias_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,bias,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,109,7,251,2,0.9396551724137931,0.9819819819819819,0.960352422907489,0.027131782945736434,2,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_bias_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,pulse,static_global,,,10,3,16,7,344,2,0.6956521739130435,0.8888888888888888,0.7804878048780488,0.019943019943019943,2,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_pulse_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,pulse,scenario_specific,,,10,3,16,7,344,2,0.6956521739130435,0.8888888888888888,0.7804878048780488,0.019943019943019943,2,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_pulse_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,pulse,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,16,7,344,2,0.6956521739130435,0.8888888888888888,0.7804878048780488,0.019943019943019943,2,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_pulse_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,ramp,static_global,,,10,3,42,7,251,69,0.8571428571428571,0.3783783783783784,0.525,0.027131782945736434,69,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_ramp_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,ramp,scenario_specific,,,10,3,92,7,251,19,0.9292929292929293,0.8288288288288288,0.8761904761904762,0.027131782945736434,19,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_ramp_aligned_attacked_segment.csv
baseline_04_yaw_rotation,Yaw,ramp,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,42,7,251,69,0.8571428571428571,0.3783783783783784,0.525,0.027131782945736434,69,369,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_04_yaw_rotation_Yaw_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,bias,static_global,,,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,bias,scenario_specific,,,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,bias,dynamic_xkf1,dynamic_xkf1,XKF1 dynamic threshold from /home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,pulse,static_global,,,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,pulse,scenario_specific,,,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,pulse,dynamic_xkf1,dynamic_xkf1,XKF1 dynamic threshold from /home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,ramp,static_global,,,10,3,104,7,327,39,0.9369369369369369,0.7272727272727273,0.8188976377952756,0.020958083832335328,38,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,ramp,scenario_specific,,,10,3,118,7,327,25,0.944,0.8251748251748252,0.8805970149253731,0.020958083832335328,25,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Pitch,ramp,dynamic_xkf1,dynamic_xkf1,XKF1 dynamic threshold from /home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,10,3,119,7,327,24,0.9444444444444444,0.8321678321678322,0.8847583643122676,0.020958083832335328,24,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Pitch_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,bias,static_global,,,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,bias,scenario_specific,,,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,bias,dynamic_xkf1,dynamic_xkf1,XKF1 dynamic threshold from /home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,10,3,141,15,319,2,0.9038461538461539,0.986013986013986,0.9431438127090301,0.04491017964071856,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,pulse,static_global,,,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,pulse,scenario_specific,,,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,pulse,dynamic_xkf1,dynamic_xkf1,XKF1 dynamic threshold from /home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,10,3,20,15,440,2,0.5714285714285714,0.9090909090909091,0.7017543859649122,0.03296703296703297,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,ramp,static_global,,,10,3,122,7,327,21,0.9457364341085271,0.8531468531468531,0.8970588235294117,0.020958083832335328,21,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,ramp,scenario_specific,,,10,3,122,7,327,21,0.9457364341085271,0.8531468531468531,0.8970588235294117,0.020958083832335328,21,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Roll,ramp,dynamic_xkf1,dynamic_xkf1,XKF1 dynamic threshold from /home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_05_mixed_maneuver_XKF1.csv,10,3,131,15,319,12,0.8972602739726028,0.916083916083916,0.9065743944636678,0.04491017964071856,12,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Roll_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,bias,static_global,,,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,bias,scenario_specific,,,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,bias,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,141,7,327,2,0.9527027027027027,0.986013986013986,0.9690721649484535,0.020958083832335328,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_bias_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,pulse,static_global,,,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,pulse,scenario_specific,,,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,pulse,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,20,7,448,2,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.015384615384615385,2,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_pulse_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,ramp,static_global,,,10,3,73,7,327,70,0.9125,0.5104895104895105,0.6547085201793723,0.020958083832335328,70,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,ramp,scenario_specific,,,10,3,117,7,327,26,0.9435483870967742,0.8181818181818182,0.8764044943820226,0.020958083832335328,26,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_ramp_aligned_attacked_segment.csv
baseline_05_mixed_maneuver,Yaw,ramp,yaw_static_global,yaw_static_global,Yaw uses conservative static global threshold,10,3,73,7,327,70,0.9125,0.5104895104895105,0.6547085201793723,0.020958083832335328,70,477,/home/tchowdh4/sensor_recovery_project/attack_detection_v9_corrected/aligned_attacked_segments/baseline_05_mixed_maneuver_Yaw_ramp_aligned_attacked_segment.csv
